Bag_Tag_ID,Inbound_Flight_Number,Outbound_Flight_Number,Inbound_Arrival_Time,Outbound_Departure_Time,Airport_MCT_for_Transfer,Gate_to_Gate_Distance,Transfer_Path_Type,Transfer_Buffer_Minutes,Bag_Transfer_Time,SLA_Compliance,Calculated_Transfer_Buffer_Minutes,SLA_Compliance_Calculated,Inbound_Arrival_Hour,Inbound_Arrival_Day_of_Week,MCT_Buffer_Difference
B0000805,BA918,LH779,2025-07-16 08:18:00,2025-07-16 10:02:07,90,737.1448809573428,Auto,104.13,97.96,1,104.11666666666666,1,8,2,14.11666666666666
B0000885,BA559,EK551,2025-07-16 18:40:00,2025-07-16 19:10:14,30,679.9720875007886,Manual,30.24,29.63,1,30.233333333333334,1,18,2,0.23333333333333428
B0003607,BA510,EK112,2025-07-16 15:36:00,2025-07-16 16:14:45,30,154.82743081247747,Auto,38.75,40.4,0,38.75,1,15,2,8.75
B0004498,LH376,BA194,2025-07-16 08:27:00,2025-07-16 10:12:23,90,577.8319513051617,Auto,105.39,112.72,0,105.38333333333334,1,8,2,15.38333333333334
B0004353,SQ311,LH844,2025-07-16 05:46:00,2025-07-16 06:39:17,60,702.848670439609,Auto,53.29,55.0,0,53.28333333333333,0,5,2,-6.716666666666669
B0004535,SQ889,EK249,2025-07-16 02:29:00,2025-07-16 03:39:55,75,882.3288427093904,Manual,70.93,77.31,0,70.91666666666667,0,2,2,-4.083333333333329
B0004099,SQ493,BA867,2025-07-16 15:56:00,2025-07-16 17:02:34,60,498.02129795848833,Auto,66.58,74.7,0,66.56666666666666,1,15,2,6.566666666666663
B0004892,BA721,LH616,2025-07-16 16:25:00,2025-07-16 18:08:02,90,827.6811335210635,Manual,103.04,104.86,0,103.03333333333333,1,16,2,13.033333333333331
B0002475,EK569,EK635,2025-07-16 08:09:00,2025-07-16 09:23:02,60,633.4870011756097,Manual,74.04,70.52,1,74.03333333333333,1,8,2,14.033333333333331
B0003905,LH820,BA598,2025-07-16 12:21:00,2025-07-16 13:22:08,30,474.7784210725652,Auto,61.15,62.63,0,61.13333333333333,1,12,2,31.133333333333333
B0000279,BA275,EK704,2025-07-16 22:16:00,2025-07-17 00:00:43,90,810.0911205304659,Auto,104.72,99.71,1,104.71666666666667,1,22,2,14.716666666666669
B0003417,BA239,BA407,2025-07-16 17:11:00,2025-07-16 18:57:26,90,506.55985277535217,Auto,106.44,107.98,0,106.43333333333334,1,17,2,16.433333333333337
B0000751,BA927,SQ614,2025-07-16 06:49:00,2025-07-16 08:37:10,90,497.9622182657361,Auto,108.18,106.96,1,108.16666666666667,1,6,2,18.16666666666667
B0003990,BA326,BA672,2025-07-16 10:57:00,2025-07-16 12:25:34,75,766.582719536905,Manual,88.58,97.22,0,88.56666666666666,1,10,2,13.566666666666663
B0004673,EK297,EK217,2025-07-16 19:49:00,2025-07-16 21:33:28,90,484.17092056236913,Manual,104.47,113.35,0,104.46666666666667,1,19,2,14.466666666666669
B0000856,AI383,SQ787,2025-07-16 08:55:00,2025-07-16 09:58:52,45,694.850523963495,Manual,63.87,63.87,1,63.86666666666667,1,8,2,18.866666666666667
B0003465,EK386,LH969,2025-07-16 04:27:00,2025-07-16 05:09:19,30,551.3666951839039,Auto,42.32,50.43,0,42.31666666666667,1,4,2,12.31666666666667
B0004871,EK422,LH970,2025-07-16 06:14:00,2025-07-16 07:02:54,45,828.2290274821144,Manual,48.92,51.08,0,48.9,1,6,2,3.8999999999999986
B0002262,LH136,SQ409,2025-07-16 20:46:00,2025-07-16 21:54:20,60,754.267576330984,Auto,68.34,59.17,1,68.33333333333333,1,20,2,8.333333333333329
B0001906,BA262,SQ310,2025-07-16 13:23:00,2025-07-16 14:59:54,90,743.5202376639741,Manual,96.91,91.62,1,96.9,1,13,2,6.900000000000006
B0002107,SQ654,BA173,2025-07-16 09:31:00,2025-07-16 11:13:03,90,557.3218914595219,Manual,102.06,95.54,1,102.05,1,9,2,12.049999999999997
B0001834,SQ504,AI623,2025-07-16 01:10:00,2025-07-16 02:22:41,60,1040.102026732873,Manual,72.69,61.19,1,72.68333333333334,1,1,2,12.683333333333337
B0002928,LH255,EK754,2025-07-16 16:54:00,2025-07-16 17:46:12,30,566.0824188666923,Auto,52.21,54.66,0,52.2,1,16,2,22.200000000000003
B0002925,BA938,LH594,2025-07-16 04:13:00,2025-07-16 05:14:41,45,658.9383390658031,Manual,61.69,65.58,0,61.68333333333333,1,4,2,16.68333333333333
B0003269,LH999,AI504,2025-07-16 05:18:00,2025-07-16 05:46:18,30,773.9838957986339,Manual,28.31,36.38,0,28.3,0,5,2,-1.6999999999999993
B0003431,LH778,AI114,2025-07-16 10:27:00,2025-07-16 11:25:44,45,575.0294547337656,Auto,58.75,63.52,0,58.733333333333334,1,10,2,13.733333333333334
B0003377,BA124,AI421,2025-07-16 18:40:00,2025-07-16 19:21:10,30,331.7705083030324,Auto,41.17,50.07,0,41.166666666666664,1,18,2,11.166666666666664
B0000784,BA572,BA547,2025-07-16 08:12:00,2025-07-16 09:41:56,90,759.1669975357371,Manual,89.95,78.95,1,89.93333333333334,0,8,2,-0.06666666666666288
B0003390,BA521,BA404,2025-07-16 03:59:00,2025-07-16 05:44:01,90,810.400673108562,Manual,105.02,109.43,0,105.01666666666667,1,3,2,15.016666666666666
B0001363,LH457,AI525,2025-07-16 05:45:00,2025-07-16 06:59:12,45,880.6049685769411,Manual,74.21,72.68,1,74.2,1,5,2,29.200000000000003
B0004487,SQ880,EK318,2025-07-16 03:53:00,2025-07-16 05:11:07,60,702.3867957490572,Manual,78.13,84.89,0,78.11666666666666,1,3,2,18.11666666666666
B0004140,SQ693,AI995,2025-07-16 08:58:00,2025-07-16 09:47:09,30,723.9443911273266,Auto,49.16,56.87,0,49.15,1,8,2,19.15
B0003427,AI547,SQ247,2025-07-16 20:21:00,2025-07-16 21:00:10,45,529.2771678778358,Auto,39.18,44.07,0,39.166666666666664,0,20,2,-5.833333333333336
B0002831,AI264,LH533,2025-07-16 15:26:00,2025-07-16 16:00:59,30,935.5250472055816,Manual,34.99,41.71,0,34.983333333333334,1,15,2,4.983333333333334
B0001203,EK619,BA727,2025-07-16 03:24:00,2025-07-16 04:23:02,45,354.80358653339374,Auto,59.04,50.67,1,59.03333333333333,1,3,2,14.033333333333331
B0002232,SQ162,EK481,2025-07-16 11:05:00,2025-07-16 11:29:07,30,451.94830184561465,Auto,24.13,15.23,1,24.116666666666667,0,11,2,-5.883333333333333
B0000418,SQ172,LH515,2025-07-16 14:03:00,2025-07-16 14:23:53,30,671.1070869325154,Auto,20.9,20.24,1,20.883333333333333,0,14,2,-9.116666666666667
B0002708,SQ883,BA835,2025-07-16 02:31:00,2025-07-16 03:34:00,60,277.91044170833,Auto,63.02,65.72,0,63.0,1,2,2,3.0
B0002976,AI565,EK345,2025-07-16 08:32:00,2025-07-16 10:00:15,75,247.8482120214013,Auto,88.26,91.92,0,88.25,1,8,2,13.25
B0001108,SQ932,LH698,2025-07-16 03:14:00,2025-07-16 04:58:10,90,344.184451684131,Auto,104.18,94.5,1,104.16666666666667,1,3,2,14.166666666666671
B0003359,AI808,AI849,2025-07-16 11:02:00,2025-07-16 11:37:16,30,530.5603856020194,Auto,35.27,40.83,0,35.266666666666666,1,11,2,5.266666666666666
B0003505,SQ172,BA399,2025-07-16 03:50:00,2025-07-16 04:56:57,60,846.1067604863124,Auto,66.95,75.53,0,66.95,1,3,2,6.950000000000003
B0003367,AI598,AI354,2025-07-16 08:24:00,2025-07-16 09:30:24,60,500.2747447320348,Auto,66.4,71.28,0,66.4,1,8,2,6.400000000000006
B0004256,SQ743,LH930,2025-07-16 02:06:00,2025-07-16 02:28:54,30,782.7740571448732,Manual,22.91,24.91,0,22.9,0,2,2,-7.100000000000001
B0002827,AI117,BA480,2025-07-16 21:15:00,2025-07-16 21:43:12,30,1084.8554308510631,Manual,28.21,35.39,0,28.2,0,21,2,-1.8000000000000007
B0003008,AI910,EK252,2025-07-16 18:36:00,2025-07-16 19:03:52,30,681.2005198474192,Auto,27.87,36.73,0,27.866666666666667,0,18,2,-2.133333333333333
B0001838,AI924,EK958,2025-07-16 09:07:00,2025-07-16 09:48:26,45,322.83054717956395,Auto,41.43,37.32,1,41.43333333333333,0,9,2,-3.56666666666667
B0001746,EK434,SQ133,2025-07-16 10:22:00,2025-07-16 11:13:04,30,491.711542347902,Auto,51.07,40.44,1,51.06666666666667,1,10,2,21.06666666666667
B0002772,AI115,SQ895,2025-07-16 15:42:00,2025-07-16 17:20:43,75,417.0624785043249,Auto,98.72,102.03,0,98.71666666666667,1,15,2,23.71666666666667
B0000613,EK764,SQ958,2025-07-16 01:32:00,2025-07-16 03:05:57,90,263.5984033507864,Auto,93.96,81.0,1,93.95,1,1,2,3.950000000000003
B0001502,LH765,EK615,2025-07-16 21:38:00,2025-07-16 22:01:32,30,206.8545849757997,Auto,23.55,21.78,1,23.533333333333335,0,21,2,-6.466666666666665
B0001527,LH315,SQ995,2025-07-16 03:26:00,2025-07-16 05:13:44,90,663.0759571822591,Manual,107.74,94.78,1,107.73333333333333,1,3,2,17.733333333333334
B0000706,EK839,EK591,2025-07-16 07:37:00,2025-07-16 08:45:15,45,601.7271468519945,Manual,68.26,64.09,1,68.25,1,7,2,23.25
B0003260,AI638,EK599,2025-07-16 05:49:00,2025-07-16 07:17:48,75,671.5887565966726,Auto,88.81,97.1,0,88.8,1,5,2,13.799999999999997
B0004317,BA998,SQ541,2025-07-16 16:13:00,2025-07-16 16:48:39,30,582.4160655788062,Manual,35.66,37.47,0,35.65,1,16,2,5.649999999999999
B0000569,EK230,AI990,2025-07-16 14:07:00,2025-07-16 14:54:33,45,660.59086907957,Manual,47.56,40.18,1,47.55,1,14,2,2.549999999999997
B0004305,SQ426,LH730,2025-07-16 06:18:00,2025-07-16 07:15:13,60,557.7011195973608,Auto,57.23,64.33,0,57.21666666666667,0,6,2,-2.7833333333333314
B0000991,BA579,EK506,2025-07-16 19:04:00,2025-07-16 20:10:53,45,515.6325470768802,Auto,66.89,61.5,1,66.88333333333334,1,19,2,21.88333333333334
B0003236,BA394,LH549,2025-07-16 06:43:00,2025-07-16 07:29:19,30,533.3471057409847,Auto,46.33,53.15,0,46.31666666666667,1,6,2,16.31666666666667
B0000499,SQ807,EK131,2025-07-16 20:49:00,2025-07-16 21:53:13,45,1399.0652085484903,Manual,64.22,55.94,1,64.21666666666667,1,20,2,19.21666666666667
B0004660,SQ698,EK238,2025-07-16 05:50:00,2025-07-16 07:08:04,75,463.7819415733359,Auto,78.07,86.71,0,78.06666666666666,1,5,2,3.066666666666663
B0000366,AI123,LH936,2025-07-16 21:15:00,2025-07-16 22:18:53,45,702.0837681347923,Auto,63.9,59.34,1,63.88333333333333,1,21,2,18.883333333333333
B0003793,SQ809,AI208,2025-07-16 11:10:00,2025-07-16 12:01:35,45,737.8505300298007,Manual,51.59,57.56,0,51.583333333333336,1,11,2,6.583333333333336
B0002953,EK205,LH629,2025-07-16 17:06:00,2025-07-16 18:17:41,60,717.7360892373733,Manual,71.69,79.77,0,71.68333333333334,1,17,2,11.683333333333337
B0002987,BA320,BA926,2025-07-16 17:21:00,2025-07-16 18:21:24,45,193.45136433973232,Auto,60.4,66.59,0,60.4,1,17,2,15.399999999999999
B0004897,AI145,BA123,2025-07-16 19:25:00,2025-07-16 20:48:04,75,1115.31542213706,Manual,83.08,87.44,0,83.06666666666666,1,19,2,8.066666666666663
B0004617,EK354,BA479,2025-07-16 05:15:00,2025-07-16 06:17:10,60,955.0259501878088,Manual,62.18,65.53,0,62.166666666666664,1,5,2,2.1666666666666643
B0001831,AI407,BA601,2025-07-16 18:39:00,2025-07-16 19:32:03,60,968.9582578704208,Manual,53.05,38.33,1,53.05,0,18,2,-6.950000000000003
B0000508,EK655,LH178,2025-07-16 14:33:00,2025-07-16 15:20:38,45,600.5235035501925,Auto,47.65,37.08,1,47.63333333333333,1,14,2,2.633333333333333
B0001873,EK331,LH295,2025-07-16 02:14:00,2025-07-16 03:08:59,45,234.20314955767623,Auto,54.99,50.81,1,54.983333333333334,1,2,2,9.983333333333334
B0004713,SQ610,BA993,2025-07-16 12:43:00,2025-07-16 13:19:59,30,948.9453503131652,Manual,37.0,44.93,0,36.983333333333334,1,12,2,6.983333333333334
B0004893,AI308,SQ130,2025-07-16 04:47:00,2025-07-16 06:14:53,75,508.0530236215776,Auto,87.88,96.71,0,87.88333333333334,1,4,2,12.88333333333334
B0000661,AI395,LH858,2025-07-16 05:38:00,2025-07-16 06:48:52,60,472.06449791677807,Manual,70.87,64.15,1,70.86666666666666,1,5,2,10.86666666666666
B0000158,EK878,BA153,2025-07-16 08:38:00,2025-07-16 09:09:10,30,786.4920217700918,Manual,31.17,27.19,1,31.166666666666668,1,8,2,1.1666666666666679
B0003452,EK271,LH547,2025-07-16 19:08:00,2025-07-16 20:38:46,75,930.2882044382196,Auto,90.78,95.46,0,90.76666666666667,1,19,2,15.766666666666666
B0004309,BA600,EK388,2025-07-16 07:38:00,2025-07-16 09:08:21,75,497.76877595270975,Auto,90.36,99.59,0,90.35,1,7,2,15.349999999999994
B0001870,BA634,AI368,2025-07-16 15:53:00,2025-07-16 17:39:46,75,676.1884001604797,Auto,106.78,106.78,1,106.76666666666667,1,15,2,31.766666666666666
B0004637,SQ712,SQ229,2025-07-16 17:53:00,2025-07-16 19:17:28,60,898.5284482613048,Manual,84.47,92.08,0,84.46666666666667,1,17,2,24.46666666666667
B0003744,BA382,LH395,2025-07-16 21:55:00,2025-07-16 23:25:49,90,516.4552582347334,Auto,90.83,98.39,0,90.81666666666666,1,21,2,0.8166666666666629
B0003698,BA128,AI767,2025-07-16 00:22:00,2025-07-16 01:33:11,60,563.8291594795355,Auto,71.19,74.44,0,71.18333333333334,1,0,2,11.183333333333337
B0000039,EK737,BA168,2025-07-16 05:50:00,2025-07-16 07:13:24,75,1010.55096786758,Manual,83.41,73.87,1,83.4,1,5,2,8.400000000000006
B0003619,AI751,LH927,2025-07-16 14:44:00,2025-07-16 16:21:22,90,603.4291261830349,Auto,97.38,102.93,0,97.36666666666666,1,14,2,7.36666666666666
B0002612,SQ224,SQ848,2025-07-16 01:32:00,2025-07-16 02:34:55,75,755.0816540964652,Auto,62.93,68.35,0,62.916666666666664,0,1,2,-12.083333333333336
B0000343,LH476,SQ712,2025-07-16 22:50:00,2025-07-16 23:57:33,60,929.6436588768272,Manual,67.56,61.06,1,67.55,1,22,2,7.549999999999997
B0001035,LH116,LH798,2025-07-16 08:34:00,2025-07-16 09:30:45,60,669.5883949516326,Auto,56.75,55.38,1,56.75,0,8,2,-3.25
B0003037,EK901,BA894,2025-07-16 11:35:00,2025-07-16 12:39:48,60,647.0729958487163,Manual,64.81,69.22,0,64.8,1,11,2,4.799999999999997
B0003644,SQ711,SQ700,2025-07-16 02:26:00,2025-07-16 03:46:16,75,540.2416496932032,Auto,80.28,82.28,0,80.26666666666667,1,2,2,5.266666666666666
B0004544,LH214,AI804,2025-07-16 21:19:00,2025-07-16 22:18:26,60,447.3292855899904,Auto,59.44,66.99,0,59.43333333333333,0,21,2,-0.56666666666667
B0000867,AI909,AI931,2025-07-16 11:59:00,2025-07-16 12:30:56,30,813.6130086044345,Manual,31.94,17.88,1,31.933333333333334,1,11,2,1.9333333333333336
B0001493,LH472,AI896,2025-07-16 13:09:00,2025-07-16 14:30:11,75,1045.0218747988636,Manual,81.19,71.49,1,81.18333333333334,1,13,2,6.183333333333337
B0001408,LH947,SQ161,2025-07-16 11:11:00,2025-07-16 12:33:30,60,772.4203835317853,Manual,82.5,82.03,1,82.5,1,11,2,22.5
B0004657,AI827,SQ607,2025-07-16 01:01:00,2025-07-16 02:33:34,75,1029.599930181207,Manual,92.57,97.72,0,92.56666666666666,1,1,2,17.566666666666663
B0004732,BA314,BA191,2025-07-16 18:29:00,2025-07-16 19:12:59,30,448.6239567411727,Auto,44.0,46.63,0,43.983333333333334,1,18,2,13.983333333333334
B0002815,AI499,SQ970,2025-07-16 04:10:00,2025-07-16 05:02:12,45,728.8582000987415,Auto,52.2,55.9,0,52.2,1,4,2,7.200000000000003
B0003652,BA574,EK310,2025-07-16 06:52:00,2025-07-16 07:37:44,45,517.7084889155531,Auto,45.74,50.25,0,45.733333333333334,1,6,2,0.7333333333333343
B0003955,AI745,AI646,2025-07-16 08:51:00,2025-07-16 10:02:54,60,632.0670440975176,Auto,71.91,77.55,0,71.9,1,8,2,11.900000000000006
B0002079,SQ823,EK473,2025-07-16 20:00:00,2025-07-16 20:46:18,45,664.3238539468681,Auto,46.31,36.82,1,46.3,1,20,2,1.2999999999999972
B0002445,LH524,AI600,2025-07-16 21:03:00,2025-07-16 21:37:51,30,735.733196899439,Manual,34.86,25.48,1,34.85,1,21,2,4.850000000000001
B0000332,EK645,AI144,2025-07-16 09:10:00,2025-07-16 10:19:45,60,434.90559010902285,Auto,69.76,69.76,1,69.75,1,9,2,9.75
B0002473,SQ251,BA680,2025-07-16 19:57:00,2025-07-16 20:53:17,45,969.874898982197,Manual,56.3,46.98,1,56.28333333333333,1,19,2,11.283333333333331
B0001281,LH803,BA983,2025-07-16 02:46:00,2025-07-16 03:28:34,30,560.9997482864175,Auto,42.58,38.68,1,42.56666666666667,1,2,2,12.56666666666667
B0003432,SQ695,LH706,2025-07-16 17:52:00,2025-07-16 19:27:14,75,521.3612008841496,Auto,95.24,101.47,0,95.23333333333333,1,17,2,20.233333333333334
B0004087,BA591,BA832,2025-07-16 03:08:00,2025-07-16 04:34:22,75,1019.1033559430016,Manual,86.38,91.2,0,86.36666666666666,1,3,2,11.36666666666666
B0002948,BA641,LH468,2025-07-16 10:03:00,2025-07-16 10:44:29,45,726.0370458938735,Manual,41.5,47.19,0,41.483333333333334,0,10,2,-3.5166666666666657
B0004920,EK938,AI859,2025-07-16 16:38:00,2025-07-16 17:48:48,60,686.1554783015254,Auto,70.81,73.19,0,70.8,1,16,2,10.799999999999997
B0000317,SQ946,EK206,2025-07-16 16:56:00,2025-07-16 17:27:36,30,997.2172186878812,Manual,31.61,20.23,1,31.6,1,16,2,1.6000000000000014
B0004057,AI634,SQ741,2025-07-16 02:56:00,2025-07-16 04:50:24,90,553.1620595110539,Auto,114.41,117.63,0,114.4,1,2,2,24.400000000000006
B0004469,LH360,LH114,2025-07-16 06:27:00,2025-07-16 07:55:42,90,678.6972363772404,Auto,88.71,90.9,0,88.7,0,6,2,-1.2999999999999972
B0001442,LH294,BA163,2025-07-16 07:08:00,2025-07-16 07:43:19,30,321.2666719323336,Auto,35.33,29.24,1,35.31666666666667,1,7,2,5.31666666666667
B0003443,SQ111,BA900,2025-07-16 12:20:00,2025-07-16 13:24:57,60,671.5973053113075,Auto,64.96,74.03,0,64.95,1,12,2,4.950000000000003
B0001956,AI110,AI295,2025-07-16 12:01:00,2025-07-16 12:46:15,30,813.3753653786387,Auto,45.26,39.34,1,45.25,1,12,2,15.25
B0004635,LH946,AI199,2025-07-16 13:22:00,2025-07-16 15:01:54,90,211.94036260592395,Auto,99.91,109.34,0,99.9,1,13,2,9.900000000000006
B0000411,LH654,BA418,2025-07-16 01:41:00,2025-07-16 02:11:09,30,540.6804273722275,Manual,30.17,22.96,1,30.15,1,1,2,0.14999999999999858
B0002438,SQ102,EK649,2025-07-16 02:12:00,2025-07-16 03:09:56,45,782.7848725644765,Manual,57.93,51.94,1,57.93333333333333,1,2,2,12.93333333333333
B0001804,EK539,SQ619,2025-07-16 00:26:00,2025-07-16 01:07:30,30,658.4032436905113,Manual,41.51,29.98,1,41.5,1,0,2,11.5
B0000801,BA919,EK621,2025-07-16 08:31:00,2025-07-16 09:30:12,45,511.0220246402921,Manual,59.21,59.21,1,59.2,1,8,2,14.200000000000003
B0004237,BA406,SQ261,2025-07-16 05:48:00,2025-07-16 07:03:24,60,965.0742978806466,Manual,75.41,78.52,0,75.4,1,5,2,15.400000000000006
B0004321,EK585,BA750,2025-07-16 18:19:00,2025-07-16 19:46:06,75,1169.406072677742,Manual,87.12,92.69,0,87.1,1,18,2,12.099999999999994
B0004957,AI451,AI345,2025-07-16 06:21:00,2025-07-16 07:36:41,60,235.75410088881608,Auto,75.69,80.47,0,75.68333333333334,1,6,2,15.683333333333337
B0004119,LH953,SQ659,2025-07-16 15:15:00,2025-07-16 16:35:18,90,945.011739350486,Manual,80.32,87.83,0,80.3,0,15,2,-9.700000000000003
B0004124,SQ818,EK562,2025-07-16 15:00:00,2025-07-16 15:28:47,30,746.5661445569731,Manual,28.79,35.37,0,28.783333333333335,0,15,2,-1.216666666666665
B0001641,AI625,AI557,2025-07-16 17:00:00,2025-07-16 18:21:46,60,877.7005449836695,Auto,81.77,74.53,1,81.76666666666667,1,17,2,21.766666666666666
B0004759,BA109,BA213,2025-07-16 04:58:00,2025-07-16 05:45:11,30,425.84675478580016,Auto,47.2,56.09,0,47.18333333333333,1,4,2,17.18333333333333
B0001486,EK298,AI826,2025-07-16 07:51:00,2025-07-16 08:46:46,45,931.950544741534,Manual,55.78,48.35,1,55.766666666666666,1,7,2,10.766666666666666
B0000152,BA484,BA819,2025-07-16 22:09:00,2025-07-16 22:50:02,30,1008.70964270252,Manual,41.04,31.11,1,41.03333333333333,1,22,2,11.033333333333331
B0004210,SQ675,LH919,2025-07-16 17:00:00,2025-07-16 17:32:08,30,742.3870586326294,Manual,32.14,38.11,0,32.13333333333333,1,17,2,2.133333333333333
B0004528,EK847,EK916,2025-07-16 16:54:00,2025-07-16 18:14:07,75,210.08076777145675,Auto,80.13,82.39,0,80.11666666666666,1,16,2,5.11666666666666
B0003128,AI586,EK724,2025-07-16 13:35:00,2025-07-16 14:52:20,60,264.11111388172503,Auto,77.34,81.53,0,77.33333333333333,1,13,2,17.33333333333333
B0001084,AI619,LH728,2025-07-16 06:07:00,2025-07-16 07:22:49,60,467.87062879830034,Manual,75.83,65.37,1,75.81666666666666,1,6,2,15.816666666666663
B0002737,EK389,SQ435,2025-07-16 09:13:00,2025-07-16 11:13:00,90,131.57876558345373,Auto,120.0,129.43,0,120.0,1,9,2,30.0
B0002243,EK100,LH242,2025-07-16 02:19:00,2025-07-16 03:26:14,75,356.5943096056777,Auto,67.24,64.64,1,67.23333333333333,0,2,2,-7.766666666666666
B0002292,BA722,BA466,2025-07-16 07:43:00,2025-07-16 09:11:17,90,679.0890405089724,Auto,88.29,85.35,1,88.28333333333333,0,7,2,-1.7166666666666686
B0002214,BA916,LH495,2025-07-16 20:42:00,2025-07-16 21:55:23,45,337.9306574817771,Auto,73.39,66.34,1,73.38333333333334,1,20,2,28.38333333333334
B0003358,EK337,LH667,2025-07-16 08:26:00,2025-07-16 09:18:50,30,931.0971783292983,Manual,52.85,56.76,0,52.833333333333336,1,8,2,22.833333333333336
B0002851,LH705,LH391,2025-07-16 06:30:00,2025-07-16 08:06:38,75,491.24179771214926,Auto,96.64,105.32,0,96.63333333333334,1,6,2,21.63333333333334
B0003409,LH702,EK866,2025-07-16 20:48:00,2025-07-16 22:32:25,90,903.37205060556,Manual,104.43,112.33,0,104.41666666666667,1,20,2,14.416666666666671
B0002917,EK254,SQ538,2025-07-16 06:20:00,2025-07-16 07:39:20,60,707.4521253825704,Manual,79.34,85.61,0,79.33333333333333,1,6,2,19.33333333333333
B0001376,SQ809,BA265,2025-07-16 11:35:00,2025-07-16 12:42:16,45,360.1209835061404,Auto,67.27,67.27,1,67.26666666666667,1,11,2,22.266666666666666
B0000325,BA975,AI215,2025-07-16 13:08:00,2025-07-16 13:58:35,45,400.7995511476992,Auto,50.59,49.35,1,50.583333333333336,1,13,2,5.583333333333336
B0000288,SQ283,LH246,2025-07-16 10:14:00,2025-07-16 11:30:16,60,689.7099897719011,Auto,76.28,71.14,1,76.26666666666667,1,10,2,16.266666666666666
B0000591,LH790,SQ549,2025-07-16 07:58:00,2025-07-16 09:52:28,90,897.7695079306101,Manual,114.48,107.9,1,114.46666666666667,1,7,2,24.46666666666667
B0000356,BA224,AI677,2025-07-16 21:08:00,2025-07-16 22:24:17,60,277.2225859316981,Auto,76.3,68.98,1,76.28333333333333,1,21,2,16.28333333333333
B0000901,AI124,SQ174,2025-07-16 03:50:00,2025-07-16 05:00:09,75,495.46363941420896,Auto,70.15,63.27,1,70.15,0,3,2,-4.849999999999994
B0002983,EK129,AI969,2025-07-16 05:42:00,2025-07-16 06:45:18,60,934.4145664246392,Manual,63.31,72.48,0,63.3,1,5,2,3.299999999999997
B0004822,EK983,SQ995,2025-07-16 09:33:00,2025-07-16 11:02:31,60,1280.4113891624042,Manual,89.52,91.51,0,89.51666666666667,1,9,2,29.516666666666666
B0003112,SQ535,EK850,2025-07-16 04:23:00,2025-07-16 05:12:22,45,728.4854400118362,Manual,49.37,58.22,0,49.36666666666667,1,4,2,4.366666666666667
B0001170,EK885,EK181,2025-07-16 08:06:00,2025-07-16 09:06:01,45,1016.8511727683624,Manual,60.03,51.09,1,60.016666666666666,1,8,2,15.016666666666666
B0003466,BA847,EK269,2025-07-16 05:00:00,2025-07-16 06:21:23,75,291.75147617945663,Auto,81.4,90.67,0,81.38333333333334,1,5,2,6.38333333333334
B0002467,EK161,AI199,2025-07-16 13:42:00,2025-07-16 15:04:54,90,968.1835443780952,Manual,82.9,82.9,1,82.9,0,13,2,-7.099999999999994
B0002216,AI311,BA266,2025-07-16 05:07:00,2025-07-16 06:44:59,90,787.459979331823,Manual,98.0,89.94,1,97.98333333333333,1,5,2,7.983333333333334
B0001619,SQ341,LH279,2025-07-16 06:23:00,2025-07-16 08:06:09,90,930.484172154574,Manual,103.16,98.67,1,103.15,1,6,2,13.150000000000006
B0004672,SQ418,BA684,2025-07-16 13:24:00,2025-07-16 14:09:33,45,525.3328726681647,Auto,45.56,48.99,0,45.55,1,13,2,0.5499999999999972
B0004186,EK513,LH691,2025-07-16 13:08:00,2025-07-16 14:06:34,45,720.3597030697722,Manual,58.57,63.87,0,58.56666666666667,1,13,2,13.56666666666667
B0002185,AI692,SQ746,2025-07-16 00:08:00,2025-07-16 00:41:04,30,871.5176844553781,Manual,33.08,20.51,1,33.06666666666667,1,0,2,3.06666666666667
B0002040,BA420,EK139,2025-07-16 21:40:00,2025-07-16 22:22:25,30,415.5051746406207,Auto,42.43,42.29,1,42.416666666666664,1,21,2,12.416666666666664
B0001213,LH970,BA568,2025-07-16 00:13:00,2025-07-16 00:45:47,30,714.5844142269897,Manual,32.79,32.79,1,32.78333333333333,1,0,2,2.7833333333333314
B0001347,SQ708,BA556,2025-07-16 10:33:00,2025-07-16 11:13:50,30,367.4498509018957,Auto,40.83,40.83,1,40.833333333333336,1,10,2,10.833333333333336
B0003173,EK975,SQ695,2025-07-16 06:00:00,2025-07-16 07:21:58,60,202.41346241761164,Auto,81.97,88.87,0,81.96666666666667,1,6,2,21.96666666666667
B0002649,SQ576,LH994,2025-07-16 01:03:00,2025-07-16 02:20:49,75,901.6813915141636,Auto,77.83,80.18,0,77.81666666666666,1,1,2,2.816666666666663
B0002268,BA649,LH594,2025-07-16 00:12:00,2025-07-16 01:07:06,45,478.65148730180016,Auto,55.11,47.07,1,55.1,1,0,2,10.100000000000001
B0001308,SQ864,BA863,2025-07-16 14:03:00,2025-07-16 15:04:31,60,233.974437370803,Auto,61.53,61.53,1,61.516666666666666,1,14,2,1.5166666666666657
B0003357,EK524,SQ197,2025-07-16 12:16:00,2025-07-16 12:47:58,30,831.307645399727,Manual,31.98,40.09,0,31.966666666666665,1,12,2,1.966666666666665
B0004804,BA510,LH227,2025-07-16 13:31:00,2025-07-16 15:18:33,90,981.154796842939,Manual,107.56,110.07,0,107.55,1,13,2,17.549999999999997
B0003533,LH757,LH637,2025-07-16 20:25:00,2025-07-16 21:18:22,30,782.6215105332448,Manual,53.38,62.0,0,53.36666666666667,1,20,2,23.366666666666667
