Bag_Tag_ID,Flight_Number,Damage_Reported_Flag,Damage_Claim_Type,Damage_Reported_Time,Flight_Arrival_Time,Zone_of_Damage,Baggage_Type,Time_To_Report_Damage,Repeat_Zone_Incidents,Calculated_Time_To_Report_Damage,Is_Damaged_Bag,Damage_Reported_Hour,Damage_Reported_Day_of_Week,Damage_Report_Lag_Category
B0000736,BA504,1,Missing Handle,2025-07-16 20:02:49,2025-07-16 19:47:00,Aircraft Loading/Unloading Area,Fragile,15.816666666666666,517,15.816666666666666,1,20,2,Quick (6-30 min)
B0000737,BA837,1,Cracked Shell,2025-07-16 05:38:09,2025-07-16 04:45:00,Baggage Sorting System,Regular,53.15,499,53.15,1,5,2,Delayed (30+ min)
B0000738,BA780,1,Broken Wheel,2025-07-16 02:47:40,2025-07-16 02:17:00,Check-in Counter/Baggage Drop,Regular,30.666666666666668,495,30.666666666666668,1,2,2,Delayed (30+ min)
B0000739,AI829,1,Scratches/Scuffs,2025-07-16 09:38:10,2025-07-16 09:13:00,Check-in Counter/Baggage Drop,Hard Shell,25.166666666666668,495,25.166666666666668,1,9,2,Quick (6-30 min)
B0000740,SQ478,1,Missing Handle,2025-07-16 01:21:20,2025-07-16 00:49:00,Arrival Baggage Claim Belt,Hard Shell,32.333333333333336,497,32.333333333333336,1,1,2,Delayed (30+ min)
B0000741,AI295,1,Scratches/Scuffs,2025-07-16 12:31:19,2025-07-16 11:59:00,Transfer Baggage Re-Check,Fragile,32.31666666666667,492,32.31666666666667,1,12,2,Delayed (30+ min)
B0000742,SQ564,1,Cracked Shell,2025-07-16 12:38:53,2025-07-16 12:10:00,Check-in Counter/Baggage Drop,Hard Shell,28.883333333333333,495,28.883333333333333,1,12,2,Quick (6-30 min)
B0000743,LH897,1,Cracked Shell,2025-07-16 16:49:18,2025-07-16 16:26:00,Transfer Baggage Re-Check,Soft Shell,23.3,492,23.3,1,16,2,Quick (6-30 min)
B0000744,AI662,1,Scratches/Scuffs,2025-07-16 11:27:09,2025-07-16 10:59:00,Arrival Baggage Claim Belt,Soft Shell,28.15,497,28.15,1,11,2,Quick (6-30 min)
B0000745,AI310,1,Broken Wheel,2025-07-16 14:08:47,2025-07-16 13:25:00,Baggage Sorting System,Fragile,43.78333333333333,499,43.78333333333333,1,14,2,Delayed (30+ min)
B0000746,BA603,1,Broken Wheel,2025-07-16 21:19:39,2025-07-16 20:35:00,Baggage Sorting System,Hard Shell,44.65,499,44.65,1,21,2,Delayed (30+ min)
B0000747,AI585,1,Cracked Shell,2025-07-16 07:29:36,2025-07-16 06:53:00,Aircraft Loading/Unloading Area,Soft Shell,36.6,517,36.6,1,7,2,Delayed (30+ min)
B0000748,LH486,1,Missing Handle,2025-07-16 06:24:53,2025-07-16 05:41:00,Check-in Counter/Baggage Drop,Regular,43.88333333333333,495,43.88333333333333,1,6,2,Delayed (30+ min)
B0000749,EK304,1,Missing Handle,2025-07-16 22:00:26,2025-07-16 21:36:00,Aircraft Loading/Unloading Area,Fragile,24.433333333333334,517,24.433333333333334,1,22,2,Quick (6-30 min)
B0000750,BA381,1,Cracked Shell,2025-07-16 22:18:37,2025-07-16 21:47:00,Transfer Baggage Re-Check,Regular,31.616666666666667,492,31.616666666666667,1,22,2,Delayed (30+ min)
B0000751,EK830,1,Scratches/Scuffs,2025-07-16 08:06:32,2025-07-16 07:34:00,Check-in Counter/Baggage Drop,Regular,32.53333333333333,495,32.53333333333333,1,8,2,Delayed (30+ min)
B0000752,LH438,1,Broken Wheel,2025-07-16 22:10:05,2025-07-16 21:36:00,Transfer Baggage Re-Check,Regular,34.083333333333336,492,34.083333333333336,1,22,2,Delayed (30+ min)
B0000753,EK689,1,Scratches/Scuffs,2025-07-16 19:05:02,2025-07-16 18:29:00,Arrival Baggage Claim Belt,Hard Shell,36.03333333333333,497,36.03333333333333,1,19,2,Delayed (30+ min)
B0000754,BA814,1,Cracked Shell,2025-07-16 17:07:44,2025-07-16 16:43:00,Transfer Baggage Re-Check,Hard Shell,24.73333333333333,492,24.733333333333334,1,17,2,Quick (6-30 min)
B0000755,AI607,1,Broken Wheel,2025-07-16 04:35:35,2025-07-16 04:24:00,Transfer Baggage Re-Check,Soft Shell,11.583333333333334,492,11.583333333333334,1,4,2,Quick (6-30 min)
B0000756,SQ584,1,Missing Handle,2025-07-16 13:09:39,2025-07-16 12:22:00,Transfer Baggage Re-Check,Soft Shell,47.65,492,47.65,1,13,2,Delayed (30+ min)
B0000757,EK675,1,Missing Handle,2025-07-16 23:11:34,2025-07-16 22:41:00,Transfer Baggage Re-Check,Fragile,30.566666666666663,492,30.566666666666666,1,23,2,Delayed (30+ min)
B0000758,EK575,1,Cracked Shell,2025-07-16 19:37:35,2025-07-16 18:59:00,Transfer Baggage Re-Check,Regular,38.583333333333336,492,38.583333333333336,1,19,2,Delayed (30+ min)
B0000759,AI932,1,Broken Wheel,2025-07-16 07:11:40,2025-07-16 06:47:00,Aircraft Loading/Unloading Area,Regular,24.666666666666668,517,24.666666666666668,1,7,2,Quick (6-30 min)
B0000760,AI305,1,Scratches/Scuffs,2025-07-16 20:55:06,2025-07-16 20:19:00,Aircraft Loading/Unloading Area,Hard Shell,36.1,517,36.1,1,20,2,Delayed (30+ min)
B0000761,AI372,1,Missing Handle,2025-07-16 16:24:18,2025-07-16 15:44:00,Arrival Baggage Claim Belt,Fragile,40.3,497,40.3,1,16,2,Delayed (30+ min)
B0000762,LH899,1,Broken Wheel,2025-07-16 04:27:42,2025-07-16 03:50:00,Check-in Counter/Baggage Drop,Fragile,37.7,495,37.7,1,4,2,Delayed (30+ min)
B0000763,BA595,1,Scratches/Scuffs,2025-07-16 06:39:55,2025-07-16 06:09:00,Arrival Baggage Claim Belt,Fragile,30.916666666666668,497,30.916666666666668,1,6,2,Delayed (30+ min)
B0000764,AI794,1,Scratches/Scuffs,2025-07-16 13:58:18,2025-07-16 13:31:00,Baggage Sorting System,Regular,27.3,499,27.3,1,13,2,Quick (6-30 min)
B0000765,SQ913,1,Missing Handle,2025-07-16 17:49:09,2025-07-16 17:23:00,Arrival Baggage Claim Belt,Soft Shell,26.15,497,26.15,1,17,2,Quick (6-30 min)
B0000766,BA104,1,Scratches/Scuffs,2025-07-16 09:50:51,2025-07-16 09:18:00,Check-in Counter/Baggage Drop,Soft Shell,32.85,495,32.85,1,9,2,Delayed (30+ min)
B0000767,AI528,1,Broken Wheel,2025-07-16 22:16:36,2025-07-16 21:47:00,Arrival Baggage Claim Belt,Fragile,29.6,497,29.6,1,22,2,Quick (6-30 min)
B0000768,AI951,1,Cracked Shell,2025-07-16 08:00:00,2025-07-16 07:26:00,Baggage Sorting System,Soft Shell,34.0,499,34.0,1,8,2,Delayed (30+ min)
B0000769,LH533,1,Missing Handle,2025-07-16 17:19:42,2025-07-16 16:59:00,Aircraft Loading/Unloading Area,Fragile,20.7,517,20.7,1,17,2,Quick (6-30 min)
B0000770,BA525,1,Cracked Shell,2025-07-16 09:13:37,2025-07-16 08:53:00,Arrival Baggage Claim Belt,Hard Shell,20.616666666666667,497,20.616666666666667,1,9,2,Quick (6-30 min)
B0000771,BA815,1,Scratches/Scuffs,2025-07-16 12:49:11,2025-07-16 12:36:00,Check-in Counter/Baggage Drop,Regular,13.183333333333334,495,13.183333333333334,1,12,2,Quick (6-30 min)
B0000772,SQ625,1,Scratches/Scuffs,2025-07-16 08:54:31,2025-07-16 08:21:00,Transfer Baggage Re-Check,Regular,33.516666666666666,492,33.516666666666666,1,8,2,Delayed (30+ min)
B0000773,AI461,1,Scratches/Scuffs,2025-07-16 18:21:08,2025-07-16 17:57:00,Baggage Sorting System,Hard Shell,24.133333333333333,499,24.133333333333333,1,18,2,Quick (6-30 min)
B0000774,AI635,1,Cracked Shell,2025-07-16 05:41:35,2025-07-16 05:06:00,Aircraft Loading/Unloading Area,Regular,35.583333333333336,517,35.583333333333336,1,5,2,Delayed (30+ min)
B0000775,SQ105,1,Broken Wheel,2025-07-16 13:01:18,2025-07-16 12:46:00,Check-in Counter/Baggage Drop,Regular,15.3,495,15.3,1,13,2,Quick (6-30 min)
B0000776,LH164,1,Missing Handle,2025-07-16 21:14:43,2025-07-16 20:53:00,Arrival Baggage Claim Belt,Fragile,21.716666666666665,497,21.716666666666665,1,21,2,Quick (6-30 min)
B0000777,BA688,1,Scratches/Scuffs,2025-07-16 06:19:27,2025-07-16 05:26:00,Arrival Baggage Claim Belt,Soft Shell,53.45,497,53.45,1,6,2,Delayed (30+ min)
B0000778,EK758,1,Cracked Shell,2025-07-16 09:53:55,2025-07-16 09:34:00,Check-in Counter/Baggage Drop,Regular,19.916666666666668,495,19.916666666666668,1,9,2,Quick (6-30 min)
B0000779,BA768,1,Scratches/Scuffs,2025-07-16 21:18:43,2025-07-16 20:41:00,Baggage Sorting System,Soft Shell,37.71666666666667,499,37.71666666666667,1,21,2,Delayed (30+ min)
B0000780,AI325,1,Scratches/Scuffs,2025-07-16 03:27:08,2025-07-16 03:00:00,Baggage Sorting System,Hard Shell,27.133333333333333,499,27.133333333333333,1,3,2,Quick (6-30 min)
B0000781,EK111,1,Broken Wheel,2025-07-16 06:39:59,2025-07-16 06:15:00,Arrival Baggage Claim Belt,Regular,24.98333333333333,497,24.983333333333334,1,6,2,Quick (6-30 min)
B0000782,SQ181,1,Broken Wheel,2025-07-16 15:05:39,2025-07-16 14:39:00,Arrival Baggage Claim Belt,Regular,26.65,497,26.65,1,15,2,Quick (6-30 min)
B0000783,EK174,1,Cracked Shell,2025-07-16 13:14:04,2025-07-16 12:43:00,Aircraft Loading/Unloading Area,Regular,31.066666666666663,517,31.066666666666666,1,13,2,Delayed (30+ min)
B0000784,BA818,1,Cracked Shell,2025-07-16 09:51:34,2025-07-16 09:30:00,Check-in Counter/Baggage Drop,Soft Shell,21.566666666666663,495,21.566666666666666,1,9,2,Quick (6-30 min)
B0000785,EK131,1,Broken Wheel,2025-07-16 15:06:33,2025-07-16 14:20:00,Baggage Sorting System,Hard Shell,46.55,499,46.55,1,15,2,Delayed (30+ min)
B0000786,LH411,1,Missing Handle,2025-07-16 08:56:05,2025-07-16 08:24:00,Arrival Baggage Claim Belt,Soft Shell,32.083333333333336,497,32.083333333333336,1,8,2,Delayed (30+ min)
B0000787,AI849,1,Broken Wheel,2025-07-16 07:55:23,2025-07-16 07:47:00,Baggage Sorting System,Regular,8.383333333333333,499,8.383333333333333,1,7,2,Quick (6-30 min)
B0000788,LH865,1,Missing Handle,2025-07-16 12:21:56,2025-07-16 11:48:00,Baggage Sorting System,Hard Shell,33.93333333333333,499,33.93333333333333,1,12,2,Delayed (30+ min)
B0000789,AI267,1,Cracked Shell,2025-07-16 18:29:47,2025-07-16 18:09:00,Aircraft Loading/Unloading Area,Regular,20.78333333333333,517,20.783333333333335,1,18,2,Quick (6-30 min)
B0000790,EK541,1,Broken Wheel,2025-07-16 02:12:22,2025-07-16 01:32:00,Baggage Sorting System,Hard Shell,40.36666666666667,499,40.36666666666667,1,2,2,Delayed (30+ min)
B0000791,BA514,1,Broken Wheel,2025-07-16 00:26:02,2025-07-16 00:06:00,Aircraft Loading/Unloading Area,Hard Shell,20.03333333333333,517,20.033333333333335,1,0,2,Quick (6-30 min)
B0000792,AI217,1,Missing Handle,2025-07-16 09:27:02,2025-07-16 08:55:00,Aircraft Loading/Unloading Area,Hard Shell,32.03333333333333,517,32.03333333333333,1,9,2,Delayed (30+ min)
B0000793,SQ208,1,Missing Handle,2025-07-16 01:41:08,2025-07-16 01:33:00,Arrival Baggage Claim Belt,Hard Shell,8.133333333333333,497,8.133333333333333,1,1,2,Quick (6-30 min)
B0000794,AI780,1,Missing Handle,2025-07-16 18:54:34,2025-07-16 18:28:00,Check-in Counter/Baggage Drop,Regular,26.566666666666663,495,26.566666666666666,1,18,2,Quick (6-30 min)
B0000795,AI650,1,Scratches/Scuffs,2025-07-16 05:50:24,2025-07-16 05:28:00,Transfer Baggage Re-Check,Regular,22.4,492,22.4,1,5,2,Quick (6-30 min)
B0000796,LH289,1,Missing Handle,2025-07-16 20:14:52,2025-07-16 19:24:00,Baggage Sorting System,Fragile,50.86666666666667,499,50.86666666666667,1,20,2,Delayed (30+ min)
B0000797,EK804,1,Broken Wheel,2025-07-16 07:52:26,2025-07-16 06:46:00,Aircraft Loading/Unloading Area,Fragile,66.43333333333334,517,66.43333333333334,1,7,2,Delayed (30+ min)
B0000798,SQ246,1,Scratches/Scuffs,2025-07-16 05:19:01,2025-07-16 04:48:00,Transfer Baggage Re-Check,Regular,31.016666666666666,492,31.016666666666666,1,5,2,Delayed (30+ min)
B0000799,LH267,1,Missing Handle,2025-07-16 08:25:35,2025-07-16 07:49:00,Aircraft Loading/Unloading Area,Fragile,36.583333333333336,517,36.583333333333336,1,8,2,Delayed (30+ min)
B0000800,BA315,1,Scratches/Scuffs,2025-07-16 05:19:14,2025-07-16 04:49:00,Check-in Counter/Baggage Drop,Regular,30.23333333333333,495,30.233333333333334,1,5,2,Delayed (30+ min)
B0000801,AI464,1,Missing Handle,2025-07-16 21:47:58,2025-07-16 21:34:00,Arrival Baggage Claim Belt,Soft Shell,13.966666666666669,497,13.966666666666667,1,21,2,Quick (6-30 min)
B0000802,SQ259,1,Broken Wheel,2025-07-16 18:36:50,2025-07-16 17:57:00,Transfer Baggage Re-Check,Hard Shell,39.833333333333336,492,39.833333333333336,1,18,2,Delayed (30+ min)
B0000803,SQ940,1,Broken Wheel,2025-07-16 08:27:28,2025-07-16 07:49:00,Check-in Counter/Baggage Drop,Hard Shell,38.46666666666667,495,38.46666666666667,1,8,2,Delayed (30+ min)
B0000804,AI362,1,Scratches/Scuffs,2025-07-16 01:36:39,2025-07-16 00:51:00,Baggage Sorting System,Hard Shell,45.65,499,45.65,1,1,2,Delayed (30+ min)
B0000805,LH865,1,Scratches/Scuffs,2025-07-16 17:40:13,2025-07-16 17:13:00,Check-in Counter/Baggage Drop,Fragile,27.216666666666665,495,27.216666666666665,1,17,2,Quick (6-30 min)
B0000806,EK824,1,Cracked Shell,2025-07-16 14:30:06,2025-07-16 13:58:00,Arrival Baggage Claim Belt,Fragile,32.1,497,32.1,1,14,2,Delayed (30+ min)
B0000807,AI562,1,Scratches/Scuffs,2025-07-16 01:24:04,2025-07-16 00:42:00,Check-in Counter/Baggage Drop,Regular,42.06666666666667,495,42.06666666666667,1,1,2,Delayed (30+ min)
B0000808,AI301,1,Cracked Shell,2025-07-16 08:01:52,2025-07-16 07:31:00,Aircraft Loading/Unloading Area,Soft Shell,30.866666666666667,517,30.866666666666667,1,8,2,Delayed (30+ min)
B0000809,LH774,1,Broken Wheel,2025-07-16 03:47:51,2025-07-16 03:20:00,Transfer Baggage Re-Check,Fragile,27.85,492,27.85,1,3,2,Quick (6-30 min)
B0000810,AI869,1,Broken Wheel,2025-07-16 00:50:47,2025-07-16 00:12:00,Transfer Baggage Re-Check,Fragile,38.78333333333333,492,38.78333333333333,1,0,2,Delayed (30+ min)
B0000811,AI788,1,Cracked Shell,2025-07-16 08:38:50,2025-07-16 08:06:00,Check-in Counter/Baggage Drop,Regular,32.833333333333336,495,32.833333333333336,1,8,2,Delayed (30+ min)
B0000812,BA985,1,Cracked Shell,2025-07-16 21:06:30,2025-07-16 20:42:00,Check-in Counter/Baggage Drop,Fragile,24.5,495,24.5,1,21,2,Quick (6-30 min)
B0000813,AI728,1,Scratches/Scuffs,2025-07-16 02:48:08,2025-07-16 02:07:00,Baggage Sorting System,Soft Shell,41.13333333333333,499,41.13333333333333,1,2,2,Delayed (30+ min)
B0000814,BA443,1,Broken Wheel,2025-07-16 20:23:30,2025-07-16 20:03:00,Transfer Baggage Re-Check,Soft Shell,20.5,492,20.5,1,20,2,Quick (6-30 min)
B0000815,SQ115,1,Scratches/Scuffs,2025-07-16 08:29:28,2025-07-16 08:12:00,Aircraft Loading/Unloading Area,Soft Shell,17.466666666666665,517,17.466666666666665,1,8,2,Quick (6-30 min)
B0000816,BA340,1,Scratches/Scuffs,2025-07-16 15:28:32,2025-07-16 14:55:00,Aircraft Loading/Unloading Area,Hard Shell,33.53333333333333,517,33.53333333333333,1,15,2,Delayed (30+ min)
B0000817,LH830,1,Scratches/Scuffs,2025-07-16 15:23:45,2025-07-16 14:43:00,Check-in Counter/Baggage Drop,Hard Shell,40.75,495,40.75,1,15,2,Delayed (30+ min)
B0000818,EK662,1,Cracked Shell,2025-07-16 13:17:51,2025-07-16 12:38:00,Transfer Baggage Re-Check,Soft Shell,39.85,492,39.85,1,13,2,Delayed (30+ min)
B0000819,AI527,1,Missing Handle,2025-07-16 14:38:00,2025-07-16 14:11:00,Transfer Baggage Re-Check,Soft Shell,27.0,492,27.0,1,14,2,Quick (6-30 min)
B0000820,SQ490,1,Scratches/Scuffs,2025-07-16 14:55:49,2025-07-16 14:20:00,Arrival Baggage Claim Belt,Fragile,35.81666666666667,497,35.81666666666667,1,14,2,Delayed (30+ min)
B0000821,LH208,1,Missing Handle,2025-07-16 03:05:04,2025-07-16 02:42:00,Baggage Sorting System,Fragile,23.066666666666663,499,23.066666666666666,1,3,2,Quick (6-30 min)
B0000822,EK202,1,Scratches/Scuffs,2025-07-16 03:28:34,2025-07-16 02:45:00,Aircraft Loading/Unloading Area,Fragile,43.56666666666667,517,43.56666666666667,1,3,2,Delayed (30+ min)
B0000823,SQ621,1,Broken Wheel,2025-07-16 07:40:51,2025-07-16 07:11:00,Baggage Sorting System,Soft Shell,29.85,499,29.85,1,7,2,Quick (6-30 min)
B0000824,EK708,1,Missing Handle,2025-07-16 21:31:10,2025-07-16 20:59:00,Aircraft Loading/Unloading Area,Hard Shell,32.166666666666664,517,32.166666666666664,1,21,2,Delayed (30+ min)
B0000825,SQ124,1,Scratches/Scuffs,2025-07-16 14:51:02,2025-07-16 14:00:00,Baggage Sorting System,Fragile,51.03333333333333,499,51.03333333333333,1,14,2,Delayed (30+ min)
B0000826,BA438,1,Cracked Shell,2025-07-16 06:25:51,2025-07-16 06:11:00,Baggage Sorting System,Soft Shell,14.85,499,14.85,1,6,2,Quick (6-30 min)
B0000827,BA658,1,Cracked Shell,2025-07-16 06:25:43,2025-07-16 06:12:00,Transfer Baggage Re-Check,Fragile,13.716666666666669,492,13.716666666666667,1,6,2,Quick (6-30 min)
B0000828,AI831,1,Scratches/Scuffs,2025-07-16 00:46:48,2025-07-16 00:21:00,Baggage Sorting System,Fragile,25.8,499,25.8,1,0,2,Quick (6-30 min)
B0000829,EK745,1,Missing Handle,2025-07-16 04:27:25,2025-07-16 04:01:00,Check-in Counter/Baggage Drop,Soft Shell,26.416666666666668,495,26.416666666666668,1,4,2,Quick (6-30 min)
B0000830,BA743,1,Broken Wheel,2025-07-16 13:44:15,2025-07-16 13:05:00,Transfer Baggage Re-Check,Fragile,39.25,492,39.25,1,13,2,Delayed (30+ min)
B0000831,BA714,1,Missing Handle,2025-07-16 12:50:37,2025-07-16 12:31:00,Arrival Baggage Claim Belt,Hard Shell,19.616666666666667,497,19.616666666666667,1,12,2,Quick (6-30 min)
B0000832,SQ611,1,Missing Handle,2025-07-16 23:05:03,2025-07-16 22:42:00,Arrival Baggage Claim Belt,Soft Shell,23.05,497,23.05,1,23,2,Quick (6-30 min)
B0000833,SQ473,1,Cracked Shell,2025-07-16 10:11:58,2025-07-16 09:46:00,Arrival Baggage Claim Belt,Soft Shell,25.966666666666665,497,25.966666666666665,1,10,2,Quick (6-30 min)
B0000834,BA199,1,Scratches/Scuffs,2025-07-16 03:37:20,2025-07-16 03:05:00,Aircraft Loading/Unloading Area,Hard Shell,32.333333333333336,517,32.333333333333336,1,3,2,Delayed (30+ min)
B0000835,BA215,1,Missing Handle,2025-07-16 05:34:09,2025-07-16 05:02:00,Check-in Counter/Baggage Drop,Soft Shell,32.15,495,32.15,1,5,2,Delayed (30+ min)
B0000836,SQ259,1,Cracked Shell,2025-07-16 04:46:05,2025-07-16 04:20:00,Aircraft Loading/Unloading Area,Fragile,26.08333333333333,517,26.083333333333332,1,4,2,Quick (6-30 min)
B0000837,SQ341,1,Scratches/Scuffs,2025-07-16 18:41:05,2025-07-16 18:28:00,Baggage Sorting System,Soft Shell,13.083333333333334,499,13.083333333333334,1,18,2,Quick (6-30 min)
B0000838,LH784,1,Cracked Shell,2025-07-16 22:00:49,2025-07-16 21:30:00,Aircraft Loading/Unloading Area,Regular,30.816666666666663,517,30.816666666666666,1,22,2,Delayed (30+ min)
B0000839,SQ410,1,Scratches/Scuffs,2025-07-16 18:57:52,2025-07-16 18:36:00,Aircraft Loading/Unloading Area,Regular,21.866666666666667,517,21.866666666666667,1,18,2,Quick (6-30 min)
B0000840,BA793,1,Scratches/Scuffs,2025-07-16 13:36:15,2025-07-16 12:57:00,Transfer Baggage Re-Check,Hard Shell,39.25,492,39.25,1,13,2,Delayed (30+ min)
B0000841,BA280,1,Cracked Shell,2025-07-16 05:50:55,2025-07-16 05:21:00,Aircraft Loading/Unloading Area,Hard Shell,29.916666666666668,517,29.916666666666668,1,5,2,Quick (6-30 min)
B0000842,BA426,1,Missing Handle,2025-07-16 14:23:11,2025-07-16 14:04:00,Aircraft Loading/Unloading Area,Fragile,19.183333333333334,517,19.183333333333334,1,14,2,Quick (6-30 min)
B0000843,LH393,1,Missing Handle,2025-07-16 14:52:37,2025-07-16 14:23:00,Transfer Baggage Re-Check,Hard Shell,29.616666666666667,492,29.616666666666667,1,14,2,Quick (6-30 min)
B0000844,SQ197,1,Broken Wheel,2025-07-16 06:20:20,2025-07-16 05:30:00,Transfer Baggage Re-Check,Hard Shell,50.333333333333336,492,50.333333333333336,1,6,2,Delayed (30+ min)
B0000845,BA386,1,Broken Wheel,2025-07-16 14:28:57,2025-07-16 13:59:00,Arrival Baggage Claim Belt,Soft Shell,29.95,497,29.95,1,14,2,Quick (6-30 min)
B0000846,SQ924,1,Broken Wheel,2025-07-16 01:34:29,2025-07-16 01:16:00,Check-in Counter/Baggage Drop,Hard Shell,18.48333333333333,495,18.483333333333334,1,1,2,Quick (6-30 min)
B0000847,LH434,1,Scratches/Scuffs,2025-07-16 08:49:37,2025-07-16 08:22:00,Check-in Counter/Baggage Drop,Hard Shell,27.616666666666667,495,27.616666666666667,1,8,2,Quick (6-30 min)
B0000848,SQ344,1,Cracked Shell,2025-07-16 21:57:07,2025-07-16 21:37:00,Arrival Baggage Claim Belt,Fragile,20.116666666666667,497,20.116666666666667,1,21,2,Quick (6-30 min)
B0000849,AI720,1,Cracked Shell,2025-07-16 01:25:53,2025-07-16 01:08:00,Transfer Baggage Re-Check,Fragile,17.883333333333333,492,17.883333333333333,1,1,2,Quick (6-30 min)
B0000850,LH247,1,Scratches/Scuffs,2025-07-16 11:52:37,2025-07-16 11:30:00,Arrival Baggage Claim Belt,Hard Shell,22.616666666666667,497,22.616666666666667,1,11,2,Quick (6-30 min)
B0000851,AI118,1,Scratches/Scuffs,2025-07-16 07:21:48,2025-07-16 07:06:00,Transfer Baggage Re-Check,Soft Shell,15.8,492,15.8,1,7,2,Quick (6-30 min)
B0000852,SQ736,1,Cracked Shell,2025-07-16 19:45:54,2025-07-16 19:22:00,Aircraft Loading/Unloading Area,Hard Shell,23.9,517,23.9,1,19,2,Quick (6-30 min)
B0000853,AI546,1,Missing Handle,2025-07-16 19:30:09,2025-07-16 18:43:00,Check-in Counter/Baggage Drop,Hard Shell,47.15,495,47.15,1,19,2,Delayed (30+ min)
B0000854,SQ608,1,Broken Wheel,2025-07-16 07:12:01,2025-07-16 06:37:00,Transfer Baggage Re-Check,Soft Shell,35.016666666666666,492,35.016666666666666,1,7,2,Delayed (30+ min)
B0000855,AI119,1,Broken Wheel,2025-07-16 02:11:19,2025-07-16 01:44:00,Transfer Baggage Re-Check,Hard Shell,27.316666666666663,492,27.316666666666666,1,2,2,Quick (6-30 min)
B0000856,SQ967,1,Missing Handle,2025-07-16 01:55:51,2025-07-16 01:27:00,Arrival Baggage Claim Belt,Hard Shell,28.85,497,28.85,1,1,2,Quick (6-30 min)
B0000857,LH141,1,Cracked Shell,2025-07-16 13:19:20,2025-07-16 12:46:00,Transfer Baggage Re-Check,Soft Shell,33.333333333333336,492,33.333333333333336,1,13,2,Delayed (30+ min)
B0000858,BA246,1,Missing Handle,2025-07-16 22:00:41,2025-07-16 21:42:00,Aircraft Loading/Unloading Area,Soft Shell,18.683333333333334,517,18.683333333333334,1,22,2,Quick (6-30 min)
B0000859,EK368,1,Missing Handle,2025-07-16 22:00:23,2025-07-16 21:47:00,Arrival Baggage Claim Belt,Hard Shell,13.383333333333333,497,13.383333333333333,1,22,2,Quick (6-30 min)
B0000860,BA734,1,Broken Wheel,2025-07-16 06:28:32,2025-07-16 05:54:00,Transfer Baggage Re-Check,Regular,34.53333333333333,492,34.53333333333333,1,6,2,Delayed (30+ min)
B0000861,LH289,1,Cracked Shell,2025-07-16 04:47:06,2025-07-16 04:28:00,Transfer Baggage Re-Check,Soft Shell,19.1,492,19.1,1,4,2,Quick (6-30 min)
B0000862,EK330,1,Broken Wheel,2025-07-16 07:48:19,2025-07-16 07:07:00,Arrival Baggage Claim Belt,Soft Shell,41.31666666666667,497,41.31666666666667,1,7,2,Delayed (30+ min)
B0000863,SQ554,1,Missing Handle,2025-07-16 02:04:55,2025-07-16 01:27:00,Arrival Baggage Claim Belt,Regular,37.91666666666666,497,37.916666666666664,1,2,2,Delayed (30+ min)
B0000864,EK953,1,Scratches/Scuffs,2025-07-16 08:43:20,2025-07-16 08:09:00,Baggage Sorting System,Regular,34.333333333333336,499,34.333333333333336,1,8,2,Delayed (30+ min)
B0000865,EK454,1,Scratches/Scuffs,2025-07-16 15:40:15,2025-07-16 14:56:00,Check-in Counter/Baggage Drop,Fragile,44.25,495,44.25,1,15,2,Delayed (30+ min)
B0000866,AI132,1,Missing Handle,2025-07-16 01:26:25,2025-07-16 00:46:00,Arrival Baggage Claim Belt,Fragile,40.41666666666666,497,40.416666666666664,1,1,2,Delayed (30+ min)
B0000867,EK976,1,Scratches/Scuffs,2025-07-16 05:43:53,2025-07-16 05:20:00,Aircraft Loading/Unloading Area,Fragile,23.883333333333333,517,23.883333333333333,1,5,2,Quick (6-30 min)
B0000868,EK115,1,Cracked Shell,2025-07-16 20:02:32,2025-07-16 19:39:00,Arrival Baggage Claim Belt,Fragile,23.53333333333333,497,23.533333333333335,1,20,2,Quick (6-30 min)
B0000869,BA614,1,Broken Wheel,2025-07-16 13:57:04,2025-07-16 13:36:00,Baggage Sorting System,Hard Shell,21.066666666666663,499,21.066666666666666,1,13,2,Quick (6-30 min)
B0000870,SQ910,1,Cracked Shell,2025-07-16 03:39:34,2025-07-16 03:09:00,Transfer Baggage Re-Check,Soft Shell,30.566666666666663,492,30.566666666666666,1,3,2,Delayed (30+ min)
B0000871,SQ624,1,Broken Wheel,2025-07-16 07:04:01,2025-07-16 06:33:00,Transfer Baggage Re-Check,Regular,31.016666666666666,492,31.016666666666666,1,7,2,Delayed (30+ min)
B0000872,EK931,1,Missing Handle,2025-07-16 09:04:17,2025-07-16 08:42:00,Aircraft Loading/Unloading Area,Hard Shell,22.28333333333333,517,22.283333333333335,1,9,2,Quick (6-30 min)
B0000873,SQ916,1,Missing Handle,2025-07-16 16:35:26,2025-07-16 15:49:00,Check-in Counter/Baggage Drop,Hard Shell,46.43333333333333,495,46.43333333333333,1,16,2,Delayed (30+ min)
B0000874,LH488,1,Broken Wheel,2025-07-16 13:49:48,2025-07-16 13:30:00,Check-in Counter/Baggage Drop,Fragile,19.8,495,19.8,1,13,2,Quick (6-30 min)
B0000875,LH153,1,Scratches/Scuffs,2025-07-16 13:04:20,2025-07-16 12:47:00,Transfer Baggage Re-Check,Hard Shell,17.333333333333332,492,17.333333333333332,1,13,2,Quick (6-30 min)
