Bag_Tag_ID,Passenger_ID,Flight_Number,Delivery_Status,Claim_Category,Baggage_Claim_Submitted,Passenger_Arrival_Time,Final_Delivery_Time,Delivery_Delay_Minutes,Transfer_Flight_Count,Baggage_Tracking_Sensor_Data,Calculated_Delivery_Delay_Minutes,Is_Mishandled,Transfer_Risk_Flag,Sensor_Tracking_Gap_Flag,Arrival_Hour,Arrival_Day_of_Week
TAG724695,PAX26165,AI250,Delivered,No Claim,0,2025-07-16 17:29:00,2025-07-16 17:42:45,13.76,2,Missing Data,13.75,0,1,1,17,2
TAG626740,PAX77173,AI776,Delivered,No Claim,0,2025-07-16 08:55:00,2025-07-16 09:12:49,17.82,0,Complete,17.816666666666666,0,0,0,8,2
TAG665042,PAX60593,AI923,Delivered,No Claim,0,2025-07-16 19:36:00,2025-07-16 19:46:24,10.41,0,Complete,10.4,0,0,0,19,2
TAG707418,PAX65782,AI700,Delivered,No Claim,0,2025-07-16 16:32:00,2025-07-16 16:45:31,13.53,0,Complete,13.516666666666667,0,0,0,16,2
TAG914126,PAX30316,AI882,Delivered,No Claim,0,2025-07-16 22:38:00,2025-07-16 22:51:07,13.12,0,Missing Data,13.116666666666667,0,0,1,22,2
TAG163880,PAX50117,AI422,Delivered,No Claim,0,2025-07-16 15:37:00,2025-07-16 15:51:50,14.84,0,Complete,14.833333333333334,0,0,0,15,2
TAG837230,PAX27412,AI957,Delivered,No Claim,0,2025-07-16 15:06:00,2025-07-16 15:22:57,16.96,1,Partial Data,16.95,0,1,1,15,2
TAG387562,PAX68905,AI797,Delivered,No Claim,0,2025-07-16 04:16:00,2025-07-16 04:34:31,18.53,0,Complete,18.516666666666666,0,0,0,4,2
TAG495147,PAX40480,AI137,Delivered,No Claim,0,2025-07-16 02:55:00,2025-07-16 03:06:03,11.06,0,Partial Data,11.05,0,0,1,2,2
TAG864306,PAX88409,AI653,Delivered,No Claim,0,2025-07-16 23:24:00,2025-07-16 23:36:29,12.48,0,Complete,12.483333333333333,0,0,0,23,2
TAG844984,PAX43113,AI279,Delivered,No Claim,0,2025-07-16 08:08:00,2025-07-16 08:19:21,11.36,2,Complete,11.35,0,1,0,8,2
TAG313631,PAX82973,AI764,Delivered,No Claim,0,2025-07-16 07:37:00,2025-07-16 07:51:57,14.96,0,Complete,14.95,0,0,0,7,2
TAG571366,PAX31329,AI633,Delivered,No Claim,0,2025-07-16 07:15:00,2025-07-16 07:26:40,11.68,0,Complete,11.666666666666666,0,0,0,7,2
TAG695604,PAX23527,AI254,Delivered,No Claim,0,2025-07-16 03:41:00,2025-07-16 03:57:09,16.15,2,Complete,16.15,0,1,0,3,2
TAG791568,PAX82051,AI611,Delivered,No Claim,0,2025-07-16 00:25:00,2025-07-16 00:37:01,12.03,2,Complete,12.016666666666667,0,1,0,0,2
TAG956593,PAX30593,AI680,Delivered,No Claim,0,2025-07-16 06:11:00,2025-07-16 06:29:59,18.99,1,Complete,18.983333333333334,0,1,0,6,2
TAG642198,PAX77460,AI150,Delivered,No Claim,0,2025-07-16 22:36:00,2025-07-16 22:46:00,10.0,0,Complete,10.0,0,0,0,22,2
TAG684104,PAX37799,AI271,Delivered,No Claim,0,2025-07-16 04:07:00,2025-07-16 04:19:34,12.58,0,Complete,12.566666666666666,0,0,0,4,2
TAG146957,PAX25331,AI115,Delivered,No Claim,0,2025-07-16 05:14:00,2025-07-16 05:34:01,20.03,0,Partial Data,20.016666666666666,0,0,1,5,2
TAG284265,PAX10276,AI116,Delivered,No Claim,0,2025-07-16 02:44:00,2025-07-16 02:59:39,15.66,0,Sensor Malfunction,15.65,0,0,1,2,2
TAG647379,PAX60585,AI572,Delivered,No Claim,0,2025-07-16 13:24:00,2025-07-16 13:37:34,13.57,0,Complete,13.566666666666666,0,0,0,13,2
TAG220181,PAX15938,AI130,Delivered,No Claim,0,2025-07-16 16:53:00,2025-07-16 17:16:18,23.31,0,Complete,23.3,0,0,0,16,2
TAG762048,PAX88232,AI787,Delivered,No Claim,0,2025-07-16 17:58:00,2025-07-16 18:12:14,14.25,0,Complete,14.233333333333333,0,0,0,17,2
TAG940997,PAX98701,AI592,Delivered,No Claim,0,2025-07-16 22:24:00,2025-07-16 22:40:49,16.83,0,Complete,16.816666666666666,0,0,0,22,2
TAG227614,PAX11468,AI660,Delivered,No Claim,0,2025-07-16 02:52:00,2025-07-16 03:04:42,12.7,0,Complete,12.7,0,0,0,2,2
TAG409824,PAX34818,AI481,Delivered,No Claim,0,2025-07-16 12:50:00,2025-07-16 13:02:12,12.2,0,Complete,12.2,0,0,0,12,2
TAG197455,PAX47848,AI163,Delivered,No Claim,0,2025-07-16 23:15:00,2025-07-16 23:32:01,17.02,0,Complete,17.016666666666666,0,0,0,23,2
TAG679896,PAX47927,AI426,Delivered,No Claim,0,2025-07-16 20:15:00,2025-07-16 20:35:21,20.36,1,Complete,20.35,0,1,0,20,2
TAG772297,PAX21147,AI703,Delivered,No Claim,0,2025-07-16 16:48:00,2025-07-16 17:01:41,13.7,1,Complete,13.683333333333334,0,1,0,16,2
TAG149665,PAX73253,AI382,Delivered,No Claim,0,2025-07-16 13:50:00,2025-07-16 14:01:59,12.0,0,Complete,11.983333333333333,0,0,0,13,2
TAG887559,PAX82133,AI756,Delivered,No Claim,0,2025-07-16 04:12:00,2025-07-16 04:30:05,18.1,0,Complete,18.083333333333332,0,0,0,4,2
TAG430156,PAX50544,AI518,Delivered,No Claim,0,2025-07-16 18:20:00,2025-07-16 18:33:43,13.73,0,Complete,13.716666666666667,0,0,0,18,2
TAG972475,PAX98641,AI909,Delivered,No Claim,0,2025-07-16 03:02:00,2025-07-16 03:18:11,16.19,0,Complete,16.183333333333334,0,0,0,3,2
TAG103827,PAX36025,AI850,Delivered,No Claim,0,2025-07-16 00:29:00,2025-07-16 00:42:36,13.61,0,Complete,13.6,0,0,0,0,2
TAG975876,PAX62989,AI286,Delivered,No Claim,0,2025-07-16 00:23:00,2025-07-16 00:37:04,14.08,1,Complete,14.066666666666666,0,1,0,0,2
TAG957074,PAX46562,AI437,Delivered,No Claim,0,2025-07-16 23:37:00,2025-07-16 23:49:28,12.47,0,Complete,12.466666666666667,0,0,0,23,2
TAG497608,PAX67348,AI954,Delivered,No Claim,0,2025-07-16 02:21:00,2025-07-16 02:38:06,17.11,0,Complete,17.1,0,0,0,2,2
TAG120494,PAX16039,AI546,Delivered,No Claim,0,2025-07-16 13:57:00,2025-07-16 14:13:17,16.29,2,Complete,16.283333333333335,0,1,0,13,2
TAG800912,PAX61109,AI532,Delivered,No Claim,0,2025-07-16 08:05:00,2025-07-16 08:21:10,16.18,0,Complete,16.166666666666668,0,0,0,8,2
TAG177411,PAX11709,AI762,Delivered,No Claim,0,2025-07-16 12:58:00,2025-07-16 13:10:58,12.98,0,Complete,12.966666666666667,0,0,0,12,2
TAG488988,PAX49202,AI988,Delivered,No Claim,0,2025-07-16 02:45:00,2025-07-16 03:01:00,16.01,0,Complete,16.0,0,0,0,2,2
TAG194682,PAX39464,AI388,Delivered,No Claim,0,2025-07-16 00:51:00,2025-07-16 01:11:51,20.86,0,Complete,20.85,0,0,0,0,2
TAG568735,PAX80995,AI431,Delivered,No Claim,0,2025-07-16 03:25:00,2025-07-16 03:37:00,12.02,0,Complete,12.0,0,0,0,3,2
TAG743949,PAX87526,AI375,Delivered,No Claim,0,2025-07-16 19:30:00,2025-07-16 19:42:43,12.72,2,Complete,12.716666666666667,0,1,0,19,2
TAG143995,PAX78523,AI729,Delivered,No Claim,0,2025-07-16 00:23:00,2025-07-16 00:35:52,12.87,0,Complete,12.866666666666667,0,0,0,0,2
TAG910555,PAX83622,AI878,Delivered,No Claim,0,2025-07-16 06:27:00,2025-07-16 06:42:23,15.39,1,Complete,15.383333333333333,0,1,0,6,2
TAG540077,PAX81858,AI307,Delivered,No Claim,0,2025-07-16 09:35:00,2025-07-16 09:46:48,11.81,1,Complete,11.8,0,1,0,9,2
TAG247667,PAX59534,AI647,Delivered,No Claim,0,2025-07-16 23:36:00,2025-07-16 23:52:36,16.6,1,Complete,16.6,0,1,0,23,2
TAG692027,PAX91504,AI514,Delivered,No Claim,0,2025-07-16 05:24:00,2025-07-16 05:34:00,10.0,1,Complete,10.0,0,1,0,5,2
TAG736415,PAX70176,AI903,Delivered,No Claim,0,2025-07-16 00:33:00,2025-07-16 00:50:29,17.49,1,Complete,17.483333333333334,0,1,0,0,2
TAG345450,PAX80770,AI543,Delivered,No Claim,0,2025-07-16 17:35:00,2025-07-16 17:51:07,16.12,0,Complete,16.116666666666667,0,0,0,17,2
TAG645300,PAX93267,AI679,Delivered,No Claim,0,2025-07-16 03:30:00,2025-07-16 03:50:46,20.77,1,Missing Data,20.766666666666666,0,1,1,3,2
TAG654842,PAX99407,AI776,Delivered,No Claim,0,2025-07-16 20:31:00,2025-07-16 20:43:08,12.14,0,Complete,12.133333333333333,0,0,0,20,2
TAG919555,PAX90526,AI174,Delivered,No Claim,0,2025-07-16 11:01:00,2025-07-16 11:19:14,18.23,0,Complete,18.233333333333334,0,0,0,11,2
TAG489017,PAX87510,AI539,Delivered,No Claim,0,2025-07-16 05:23:00,2025-07-16 05:37:44,14.74,0,Complete,14.733333333333333,0,0,0,5,2
TAG575565,PAX20162,AI683,Delivered,No Claim,0,2025-07-16 14:57:00,2025-07-16 15:11:08,14.15,0,Partial Data,14.133333333333333,0,0,1,14,2
TAG495370,PAX13063,AI809,Delivered,No Claim,0,2025-07-16 19:15:00,2025-07-16 19:27:00,12.01,0,Sensor Malfunction,12.0,0,0,1,19,2
TAG232649,PAX12919,AI189,Delivered,No Claim,0,2025-07-16 04:27:00,2025-07-16 04:40:39,13.65,0,Complete,13.65,0,0,0,4,2
TAG835620,PAX56990,AI565,Delivered,No Claim,0,2025-07-16 20:33:00,2025-07-16 20:46:46,13.78,0,Complete,13.766666666666667,0,0,0,20,2
TAG705355,PAX83278,AI950,Delivered,No Claim,0,2025-07-16 05:24:00,2025-07-16 05:34:39,10.66,1,Complete,10.65,0,1,0,5,2
TAG115406,PAX49678,AI180,Delivered,No Claim,0,2025-07-16 17:54:00,2025-07-16 18:10:05,16.09,0,Complete,16.083333333333332,0,0,0,17,2
TAG106128,PAX84925,AI477,Delivered,No Claim,0,2025-07-16 04:04:00,2025-07-16 04:19:40,15.68,0,Complete,15.666666666666666,0,0,0,4,2
TAG922046,PAX70422,AI469,Delivered,No Claim,0,2025-07-16 10:32:00,2025-07-16 10:48:49,16.82,1,Complete,16.816666666666666,0,1,0,10,2
TAG429624,PAX25437,AI571,Delivered,No Claim,0,2025-07-16 15:29:00,2025-07-16 15:42:16,13.28,0,Complete,13.266666666666667,0,0,0,15,2
TAG404912,PAX21824,AI787,Delivered,No Claim,0,2025-07-16 23:08:00,2025-07-16 23:25:36,17.62,2,Complete,17.6,0,1,0,23,2
TAG611996,PAX48901,AI494,Delivered,No Claim,0,2025-07-16 19:11:00,2025-07-16 19:30:10,19.17,1,Complete,19.166666666666668,0,1,0,19,2
TAG922144,PAX19781,AI198,Delivered,No Claim,0,2025-07-16 17:43:00,2025-07-16 17:57:21,14.36,2,Complete,14.35,0,1,0,17,2
TAG935961,PAX94538,AI664,Delivered,No Claim,0,2025-07-16 04:17:00,2025-07-16 04:29:11,12.2,0,Complete,12.183333333333334,0,0,0,4,2
TAG196366,PAX89764,AI829,Delivered,No Claim,0,2025-07-16 18:25:00,2025-07-16 18:40:13,15.23,1,Complete,15.216666666666667,0,1,0,18,2
TAG244463,PAX67113,AI372,Delivered,No Claim,0,2025-07-16 05:10:00,2025-07-16 05:25:05,15.09,1,Complete,15.083333333333334,0,1,0,5,2
TAG247758,PAX89057,AI588,Delivered,No Claim,0,2025-07-16 10:32:00,2025-07-16 10:46:30,14.51,1,Complete,14.5,0,1,0,10,2
TAG716179,PAX19758,AI560,Delivered,No Claim,0,2025-07-16 01:51:00,2025-07-16 02:07:49,16.83,1,Complete,16.816666666666666,0,1,0,1,2
TAG841482,PAX44646,AI838,Delivered,No Claim,0,2025-07-16 23:23:00,2025-07-16 23:37:00,14.0,1,Complete,14.0,0,1,0,23,2
TAG379341,PAX27287,AI207,Delivered,No Claim,0,2025-07-16 17:22:00,2025-07-16 17:33:58,11.98,0,Complete,11.966666666666667,0,0,0,17,2
TAG814096,PAX48489,AI481,Delivered,No Claim,0,2025-07-16 15:53:00,2025-07-16 16:08:30,15.5,0,Partial Data,15.5,0,0,1,15,2
TAG975569,PAX15946,AI426,Delivered,No Claim,0,2025-07-16 13:49:00,2025-07-16 14:05:58,16.98,2,Complete,16.966666666666665,0,1,0,13,2
TAG630367,PAX26569,AI102,Delivered,No Claim,0,2025-07-16 18:09:00,2025-07-16 18:26:14,17.24,0,Complete,17.233333333333334,0,0,0,18,2
TAG232465,PAX58125,AI608,Delivered,No Claim,0,2025-07-16 00:45:00,2025-07-16 00:58:48,13.81,0,Complete,13.8,0,0,0,0,2
TAG702430,PAX12367,AI851,Delivered,No Claim,0,2025-07-16 01:04:00,2025-07-16 01:19:55,15.93,0,Complete,15.916666666666666,0,0,0,1,2
TAG762824,PAX62336,AI324,Delivered,No Claim,0,2025-07-16 22:57:00,2025-07-16 23:16:16,19.27,2,Partial Data,19.266666666666666,0,1,1,22,2
TAG458792,PAX63740,AI381,Delivered,No Claim,0,2025-07-16 01:29:00,2025-07-16 01:48:14,19.24,0,Complete,19.233333333333334,0,0,0,1,2
TAG280016,PAX37691,AI947,Delivered,No Claim,0,2025-07-16 04:17:00,2025-07-16 04:35:19,18.33,1,Complete,18.316666666666666,0,1,0,4,2
TAG988792,PAX71604,AI281,Delivered,No Claim,0,2025-07-16 16:10:00,2025-07-16 16:20:29,10.5,2,Complete,10.483333333333333,0,1,0,16,2
TAG687192,PAX90088,AI435,Delivered,No Claim,0,2025-07-16 23:56:00,2025-07-17 00:10:01,14.03,1,Complete,14.016666666666667,0,1,0,23,2
TAG925803,PAX46699,AI105,Delivered,No Claim,0,2025-07-16 01:05:00,2025-07-16 01:24:00,19.01,1,Complete,19.0,0,1,0,1,2
TAG609057,PAX78179,AI767,Delivered,No Claim,0,2025-07-16 16:11:00,2025-07-16 16:21:28,10.48,0,Complete,10.466666666666667,0,0,0,16,2
TAG268734,PAX44316,AI834,Delivered,No Claim,0,2025-07-16 14:15:00,2025-07-16 14:29:51,14.85,0,Complete,14.85,0,0,0,14,2
TAG194465,PAX27858,AI529,Delivered,No Claim,0,2025-07-16 02:24:00,2025-07-16 02:37:13,13.23,0,Complete,13.216666666666667,0,0,0,2,2
TAG668585,PAX58908,AI106,Delivered,No Claim,0,2025-07-16 15:04:00,2025-07-16 15:19:59,15.99,0,Partial Data,15.983333333333333,0,0,1,15,2
TAG161779,PAX56062,AI675,Delivered,No Claim,0,2025-07-16 20:44:00,2025-07-16 20:54:00,10.0,1,Complete,10.0,0,1,0,20,2
TAG889638,PAX17733,AI193,Delivered,No Claim,0,2025-07-16 03:36:00,2025-07-16 03:54:39,18.67,0,Complete,18.65,0,0,0,3,2
TAG489862,PAX10134,AI725,Delivered,No Claim,0,2025-07-16 05:54:00,2025-07-16 06:08:59,14.99,0,Complete,14.983333333333333,0,0,0,5,2
TAG586352,PAX24314,AI935,Delivered,No Claim,0,2025-07-16 21:05:00,2025-07-16 21:16:47,11.8,0,Complete,11.783333333333333,0,0,0,21,2
TAG430284,PAX34370,AI537,Delivered,No Claim,0,2025-07-16 02:47:00,2025-07-16 02:59:49,12.83,0,Complete,12.816666666666666,0,0,0,2,2
TAG145738,PAX57543,AI332,Delivered,No Claim,0,2025-07-16 14:03:00,2025-07-16 14:19:05,16.1,2,Complete,16.083333333333332,0,1,0,14,2
TAG960687,PAX84647,AI239,Delivered,No Claim,0,2025-07-16 06:02:00,2025-07-16 06:14:36,12.61,1,Complete,12.6,0,1,0,6,2
TAG134422,PAX70604,AI172,Delivered,No Claim,0,2025-07-16 13:37:00,2025-07-16 13:57:14,20.24,1,Complete,20.233333333333334,0,1,0,13,2
TAG429158,PAX99192,AI115,Delivered,No Claim,0,2025-07-16 00:30:00,2025-07-16 00:44:38,14.64,0,Complete,14.633333333333333,0,0,0,0,2
TAG368881,PAX95674,AI188,Delivered,No Claim,0,2025-07-16 16:36:00,2025-07-16 16:55:32,19.54,0,Complete,19.533333333333335,0,0,0,16,2
TAG923349,PAX50928,AI675,Delivered,No Claim,0,2025-07-16 22:20:00,2025-07-16 22:35:30,15.51,0,Complete,15.5,0,0,0,22,2
TAG833087,PAX48408,AI332,Delivered,No Claim,0,2025-07-16 20:09:00,2025-07-16 20:26:06,17.11,2,Complete,17.1,0,1,0,20,2
TAG936185,PAX84381,AI634,Delivered,No Claim,0,2025-07-16 14:26:00,2025-07-16 14:42:54,16.91,1,Complete,16.9,0,1,0,14,2
TAG721908,PAX82788,AI686,Delivered,No Claim,0,2025-07-16 06:55:00,2025-07-16 07:08:34,13.57,0,Complete,13.566666666666666,0,0,0,6,2
TAG999115,PAX64018,AI452,Delivered,No Claim,0,2025-07-16 04:38:00,2025-07-16 04:55:08,17.15,0,Complete,17.133333333333333,0,0,0,4,2
TAG369579,PAX46572,AI583,Delivered,No Claim,0,2025-07-16 03:26:00,2025-07-16 03:39:49,13.82,0,Complete,13.816666666666666,0,0,0,3,2
TAG976958,PAX21546,AI739,Delivered,No Claim,0,2025-07-16 23:32:00,2025-07-16 23:42:14,10.24,1,Complete,10.233333333333333,0,1,0,23,2
TAG248112,PAX72145,AI307,Delivered,No Claim,0,2025-07-16 09:51:00,2025-07-16 10:05:22,14.38,0,Complete,14.366666666666667,0,0,0,9,2
TAG664574,PAX20832,AI318,Delivered,No Claim,0,2025-07-16 23:49:00,2025-07-17 00:00:24,11.41,1,Complete,11.4,0,1,0,23,2
TAG174158,PAX14655,AI364,Delivered,No Claim,0,2025-07-16 10:02:00,2025-07-16 10:15:43,13.72,0,Partial Data,13.716666666666667,0,0,1,10,2
TAG261196,PAX56110,AI893,Delivered,No Claim,0,2025-07-16 17:42:00,2025-07-16 17:56:53,14.9,0,Complete,14.883333333333333,0,0,0,17,2
TAG740442,PAX62858,AI327,Delivered,No Claim,0,2025-07-16 21:11:00,2025-07-16 21:23:16,12.28,0,Complete,12.266666666666667,0,0,0,21,2
TAG172058,PAX71377,AI403,Delivered,No Claim,0,2025-07-16 06:56:00,2025-07-16 07:12:40,16.68,2,Complete,16.666666666666668,0,1,0,6,2
TAG921739,PAX57178,AI548,Delivered,No Claim,0,2025-07-16 08:33:00,2025-07-16 08:46:47,13.79,1,Complete,13.783333333333333,0,1,0,8,2
TAG901050,PAX41713,AI445,Delivered,No Claim,0,2025-07-16 04:26:00,2025-07-16 04:37:19,11.33,0,Partial Data,11.316666666666666,0,0,1,4,2
TAG655682,PAX17926,AI515,Delivered,No Claim,0,2025-07-16 08:34:00,2025-07-16 08:46:19,12.32,1,Partial Data,12.316666666666666,0,1,1,8,2
TAG556572,PAX15101,AI863,Delivered,No Claim,0,2025-07-16 13:28:00,2025-07-16 13:43:19,15.32,1,Complete,15.316666666666666,0,1,0,13,2
TAG303168,PAX87107,AI661,Delivered,No Claim,0,2025-07-16 07:45:00,2025-07-16 07:59:15,14.25,1,Partial Data,14.25,0,1,1,7,2
TAG363581,PAX49265,AI654,Delivered,No Claim,0,2025-07-16 16:12:00,2025-07-16 16:27:52,15.88,0,Complete,15.866666666666667,0,0,0,16,2
TAG673741,PAX49798,AI281,Delivered,No Claim,0,2025-07-16 10:51:00,2025-07-16 11:06:20,15.34,2,Partial Data,15.333333333333334,0,1,1,10,2
TAG338919,PAX60151,AI916,Delivered,No Claim,0,2025-07-16 20:54:00,2025-07-16 21:06:03,12.07,0,Complete,12.05,0,0,0,20,2
TAG412386,PAX63201,AI241,Delivered,No Claim,0,2025-07-16 17:03:00,2025-07-16 17:16:09,13.16,0,Complete,13.15,0,0,0,17,2
TAG446919,PAX53777,AI154,Delivered,No Claim,0,2025-07-16 14:52:00,2025-07-16 15:09:35,17.59,0,Complete,17.583333333333332,0,0,0,14,2
TAG565917,PAX46267,AI821,Delivered,No Claim,0,2025-07-16 01:25:00,2025-07-16 01:37:30,12.51,0,Missing Data,12.5,0,0,1,1,2
TAG477598,PAX68849,AI734,Delivered,No Claim,0,2025-07-16 10:22:00,2025-07-16 10:41:37,19.63,0,Sensor Malfunction,19.616666666666667,0,0,1,10,2
TAG183950,PAX57739,AI506,Delivered,No Claim,0,2025-07-16 05:13:00,2025-07-16 05:23:44,10.74,1,Complete,10.733333333333333,0,1,0,5,2
TAG691995,PAX33956,AI846,Delivered,No Claim,0,2025-07-16 00:38:00,2025-07-16 00:55:28,17.48,0,Sensor Malfunction,17.466666666666665,0,0,1,0,2
TAG135666,PAX80889,AI441,Delivered,No Claim,0,2025-07-16 10:06:00,2025-07-16 10:20:41,14.69,0,Complete,14.683333333333334,0,0,0,10,2
TAG144569,PAX74668,AI744,Delivered,No Claim,0,2025-07-16 22:19:00,2025-07-16 22:31:05,12.08,0,Complete,12.083333333333334,0,0,0,22,2
TAG866110,PAX13611,AI782,Delivered,No Claim,0,2025-07-16 19:06:00,2025-07-16 19:21:14,15.24,0,Complete,15.233333333333333,0,0,0,19,2
TAG344916,PAX23071,AI185,Delivered,No Claim,0,2025-07-16 03:29:00,2025-07-16 03:41:35,12.6,1,Partial Data,12.583333333333334,0,1,1,3,2
TAG916745,PAX76520,AI497,Delivered,No Claim,0,2025-07-16 03:38:00,2025-07-16 03:51:20,13.34,2,Complete,13.333333333333334,0,1,0,3,2
TAG820034,PAX12503,AI245,Delivered,No Claim,0,2025-07-16 10:51:00,2025-07-16 11:04:51,13.86,2,Complete,13.85,0,1,0,10,2
TAG409258,PAX68351,AI798,Delivered,No Claim,0,2025-07-16 12:03:00,2025-07-16 12:20:13,17.22,0,Partial Data,17.216666666666665,0,0,1,12,2
TAG820096,PAX33219,AI272,Delivered,No Claim,0,2025-07-16 20:01:00,2025-07-16 20:14:07,13.12,0,Complete,13.116666666666667,0,0,0,20,2
TAG525850,PAX91393,AI479,Delivered,No Claim,0,2025-07-16 07:20:00,2025-07-16 07:35:41,15.69,1,Complete,15.683333333333334,0,1,0,7,2
TAG957287,PAX45133,AI815,Delivered,No Claim,0,2025-07-16 02:43:00,2025-07-16 03:00:20,17.34,0,Complete,17.333333333333332,0,0,0,2,2
TAG285730,PAX10085,AI184,Delivered,No Claim,0,2025-07-16 21:08:00,2025-07-16 21:23:09,15.16,1,Complete,15.15,0,1,0,21,2
TAG291093,PAX67375,AI421,Delivered,No Claim,0,2025-07-16 18:22:00,2025-07-16 18:38:08,16.14,2,Complete,16.133333333333333,0,1,0,18,2
TAG162412,PAX11386,AI261,Delivered,No Claim,0,2025-07-16 13:48:00,2025-07-16 14:02:52,14.88,0,Missing Data,14.866666666666667,0,0,1,13,2
TAG951921,PAX16655,AI180,Delivered,No Claim,0,2025-07-16 10:07:00,2025-07-16 10:23:36,16.61,0,Partial Data,16.6,0,0,1,10,2
TAG453643,PAX38127,AI983,Delivered,No Claim,0,2025-07-16 23:59:00,2025-07-17 00:10:15,11.25,1,Complete,11.25,0,1,0,23,2
TAG291986,PAX55485,AI917,Delivered,No Claim,0,2025-07-16 20:43:00,2025-07-16 21:02:18,19.3,1,Complete,19.3,0,1,0,20,2
TAG819735,PAX87096,AI365,Delivered,No Claim,0,2025-07-16 14:40:00,2025-07-16 14:50:00,10.0,2,Sensor Malfunction,10.0,0,1,1,14,2
TAG747637,PAX54536,AI132,Delivered,No Claim,0,2025-07-16 14:18:00,2025-07-16 14:30:56,12.95,1,Complete,12.933333333333334,0,1,0,14,2
TAG145954,PAX74528,AI202,Delivered,No Claim,0,2025-07-16 14:45:00,2025-07-16 14:59:43,14.72,0,Partial Data,14.716666666666667,0,0,1,14,2
TAG300553,PAX26926,AI574,Delivered,No Claim,0,2025-07-16 19:35:00,2025-07-16 19:45:00,10.0,0,Complete,10.0,0,0,0,19,2
TAG151922,PAX56381,AI825,Delivered,No Claim,0,2025-07-16 23:37:00,2025-07-16 23:50:28,13.48,0,Complete,13.466666666666667,0,0,0,23,2
TAG806815,PAX57992,AI759,Delivered,No Claim,0,2025-07-16 00:58:00,2025-07-16 01:13:48,15.82,1,Complete,15.8,0,1,0,0,2
TAG341801,PAX97349,AI869,Delivered,No Claim,0,2025-07-16 02:03:00,2025-07-16 02:22:46,19.77,0,Complete,19.766666666666666,0,0,0,2,2
TAG110195,PAX61468,AI394,Delivered,No Claim,0,2025-07-16 21:39:00,2025-07-16 21:55:45,16.75,0,Complete,16.75,0,0,0,21,2
TAG326735,PAX49854,AI891,Delivered,No Claim,0,2025-07-16 23:00:00,2025-07-16 23:13:41,13.69,0,Complete,13.683333333333334,0,0,0,23,2
TAG313137,PAX85887,AI221,Delivered,No Claim,0,2025-07-16 00:17:00,2025-07-16 00:27:31,10.52,1,Missing Data,10.516666666666667,0,1,1,0,2
TAG465124,PAX26522,AI132,Delivered,No Claim,0,2025-07-16 06:27:00,2025-07-16 06:45:53,18.89,0,Complete,18.883333333333333,0,0,0,6,2
TAG147822,PAX76385,AI726,Delivered,No Claim,0,2025-07-16 22:48:00,2025-07-16 23:01:33,13.56,0,Complete,13.55,0,0,0,22,2
TAG398017,PAX18442,AI173,Delivered,No Claim,0,2025-07-16 17:19:00,2025-07-16 17:34:48,15.81,2,Sensor Malfunction,15.8,0,1,1,17,2
TAG757311,PAX90403,AI196,Delivered,No Claim,0,2025-07-16 07:41:00,2025-07-16 07:54:42,13.7,0,Complete,13.7,0,0,0,7,2
TAG453171,PAX90658,AI731,Delivered,No Claim,0,2025-07-16 05:34:00,2025-07-16 05:50:10,16.18,0,Complete,16.166666666666668,0,0,0,5,2
TAG476621,PAX55365,AI878,Delivered,No Claim,0,2025-07-16 07:58:00,2025-07-16 08:16:43,18.73,1,Complete,18.716666666666665,0,1,0,7,2
TAG491957,PAX99918,AI680,Delivered,No Claim,0,2025-07-16 10:09:00,2025-07-16 10:26:10,17.18,0,Sensor Malfunction,17.166666666666668,0,0,1,10,2
TAG147924,PAX57362,AI497,Delivered,No Claim,0,2025-07-16 02:02:00,2025-07-16 02:16:11,14.2,0,Partial Data,14.183333333333334,0,0,1,2,2
TAG162206,PAX63419,AI598,Delivered,No Claim,0,2025-07-16 18:36:00,2025-07-16 18:54:58,18.97,0,Partial Data,18.966666666666665,0,0,1,18,2
TAG113682,PAX94426,AI119,Delivered,No Claim,0,2025-07-16 12:36:00,2025-07-16 12:56:32,20.54,2,Complete,20.533333333333335,0,1,0,12,2
TAG549286,PAX81761,AI160,Delivered,No Claim,0,2025-07-16 02:34:00,2025-07-16 02:51:58,17.97,0,Complete,17.966666666666665,0,0,0,2,2
TAG505649,PAX67571,AI588,Delivered,No Claim,0,2025-07-16 08:02:00,2025-07-16 08:15:47,13.79,0,Partial Data,13.783333333333333,0,0,1,8,2
TAG916100,PAX41671,AI590,Delivered,No Claim,0,2025-07-16 16:17:00,2025-07-16 16:34:29,17.49,0,Missing Data,17.483333333333334,0,0,1,16,2
TAG828118,PAX99157,AI228,Delivered,No Claim,0,2025-07-16 22:56:00,2025-07-16 23:13:56,17.94,0,Complete,17.933333333333334,0,0,0,22,2
TAG328384,PAX96797,AI298,Delivered,No Claim,0,2025-07-16 18:54:00,2025-07-16 19:08:15,14.25,0,Complete,14.25,0,0,0,18,2
TAG403013,PAX50207,AI694,Delivered,No Claim,0,2025-07-16 22:23:00,2025-07-16 22:43:32,20.54,0,Complete,20.533333333333335,0,0,0,22,2
TAG335959,PAX12688,AI102,Delivered,No Claim,0,2025-07-16 12:31:00,2025-07-16 12:49:34,18.57,0,Complete,18.566666666666666,0,0,0,12,2
