Flight_Number,Aircraft_Block_In_Time,Last_Bag_Delivery_Time,Delivery_Duration_Minutes,SLA_Met,Belt_Assigned,Ground_Crew_Assigned,Number_of_Bags,Belt_Occupancy_Status,First_Bag_Delivery_Time,Belt_Utilization_Index,Gate_Position,Weather_Condition_at_Arrival,Calculated_Delivery_Duration_Minutes,SLA_Compliance,Arrival_Hour,Arrival_Day_of_Week
AI657,2025-07-16 20:22:00,2025-07-16 20:45:40,23.67,1,B1,Crew_D,224,Free,2025-07-16 20:37:58,0.3,Contact,Clear,23.666666666666668,1,20,2
AI193,2025-07-16 21:13:00,2025-07-16 21:43:00,30.0,1,B1,Crew_C,218,Busy,2025-07-16 21:35:16,0.74,Finger,Fog,30.0,1,21,2
AI349,2025-07-16 04:50:00,2025-07-16 05:20:00,30.0,1,B2,Crew_B,184,Busy,2025-07-16 05:04:02,0.63,Remote,Storm,30.0,1,4,2
AI932,2025-07-16 07:21:00,2025-07-16 07:51:00,30.0,1,B2,Crew_B,157,Busy,2025-07-16 07:37:33,0.62,Finger,Clear,30.0,1,7,2
AI653,2025-07-16 08:51:00,2025-07-16 09:20:43,29.72,1,B2,Crew_A,137,Free,2025-07-16 09:01:28,0.34,Finger,Storm,29.716666666666665,1,8,2
AI466,2025-07-16 07:37:00,2025-07-16 08:01:58,24.98,1,B2,Crew_D,163,Free,2025-07-16 07:56:23,0.33,Remote,Clear,24.966666666666665,1,7,2
AI638,2025-07-16 03:47:00,2025-07-16 04:17:00,30.0,1,B1,Crew_D,167,Free,2025-07-16 03:55:41,0.36,Contact,Rain,30.0,1,3,2
AI615,2025-07-16 07:39:00,2025-07-16 07:56:05,17.09,1,B4,Crew_A,190,Free,2025-07-16 07:49:40,0.37,Finger,Clear,17.083333333333332,1,7,2
AI162,2025-07-16 15:54:00,2025-07-16 16:24:00,30.0,1,B4,Crew_A,207,Busy,2025-07-16 16:00:18,0.72,Finger,Clear,30.0,1,15,2
AI182,2025-07-16 10:38:00,2025-07-16 11:08:00,30.0,1,B3,Crew_D,224,Free,2025-07-16 10:52:37,0.4,Remote,Clear,30.0,1,10,2
AI711,2025-07-16 16:18:00,2025-07-16 16:46:13,28.23,1,B1,Crew_B,228,Busy,2025-07-16 16:38:42,0.74,Finger,Clear,28.216666666666665,1,16,2
AI540,2025-07-16 14:56:00,2025-07-16 15:24:57,28.95,1,B4,Crew_D,81,Free,2025-07-16 15:10:58,0.46,Contact,Storm,28.95,1,14,2
AI847,2025-07-16 03:20:00,2025-07-16 03:49:54,29.91,1,B2,Crew_D,104,Busy,2025-07-16 03:38:07,0.6,Finger,Clear,29.9,1,3,2
AI168,2025-07-16 02:53:00,2025-07-16 03:17:54,24.91,1,B3,Crew_B,116,Free,2025-07-16 02:58:17,0.32,Contact,Clear,24.9,1,2,2
AI669,2025-07-16 01:37:00,2025-07-16 02:07:00,30.0,1,B1,Crew_D,116,Very Busy,2025-07-16 01:56:24,0.87,Finger,Clear,30.0,1,1,2
AI462,2025-07-16 21:48:00,2025-07-16 22:18:00,30.0,1,B3,Crew_C,137,Busy,2025-07-16 22:09:36,0.66,Finger,Clear,30.0,1,21,2
AI460,2025-07-16 03:36:00,2025-07-16 04:06:00,30.0,1,B2,Crew_A,214,Busy,2025-07-16 03:47:28,0.61,Remote,Rain,30.0,1,3,2
AI458,2025-07-16 17:23:00,2025-07-16 17:46:31,23.52,1,B4,Crew_A,123,Free,2025-07-16 17:40:04,0.46,Contact,Clear,23.516666666666666,1,17,2
AI723,2025-07-16 21:53:00,2025-07-16 22:23:00,30.0,1,B3,Crew_C,197,Busy,2025-07-16 22:05:15,0.61,Remote,Clear,30.0,1,21,2
AI459,2025-07-16 00:11:00,2025-07-16 00:41:00,30.0,1,B1,Crew_B,69,Very Busy,2025-07-16 00:27:02,0.82,Finger,Rain,30.0,1,0,2
AI858,2025-07-16 20:01:00,2025-07-16 20:25:26,24.45,1,B4,Crew_D,221,Free,2025-07-16 20:14:10,0.5,Finger,Clear,24.433333333333334,1,20,2
AI449,2025-07-16 05:23:00,2025-07-16 05:48:07,25.12,1,B1,Crew_A,177,Free,2025-07-16 05:35:44,0.45,Contact,Rain,25.116666666666667,1,5,2
AI259,2025-07-16 05:48:00,2025-07-16 06:15:26,27.44,1,B4,Crew_D,243,Busy,2025-07-16 05:55:25,0.73,Finger,Clear,27.433333333333334,1,5,2
AI597,2025-07-16 19:28:00,2025-07-16 19:58:00,30.0,1,B1,Crew_C,53,Busy,2025-07-16 19:49:27,0.68,Remote,Rain,30.0,1,19,2
AI540,2025-07-16 03:18:00,2025-07-16 03:44:12,26.21,1,B3,Crew_A,91,Busy,2025-07-16 03:31:59,0.7,Finger,Clear,26.2,1,3,2
AI325,2025-07-16 12:38:00,2025-07-16 13:03:56,25.94,1,B2,Crew_B,171,Free,2025-07-16 12:45:13,0.35,Remote,Clear,25.933333333333334,1,12,2
AI882,2025-07-16 08:18:00,2025-07-16 08:47:44,29.73,1,B4,Crew_B,80,Free,2025-07-16 08:34:51,0.43,Remote,Clear,29.733333333333334,1,8,2
AI232,2025-07-16 12:34:00,2025-07-16 13:04:00,30.0,1,B3,Crew_A,248,Busy,2025-07-16 12:47:05,0.72,Finger,Clear,30.0,1,12,2
AI506,2025-07-16 23:02:00,2025-07-16 23:32:00,30.0,1,B3,Crew_D,95,Busy,2025-07-16 23:19:03,0.64,Contact,Fog,30.0,1,23,2
AI687,2025-07-16 12:45:00,2025-07-16 13:15:00,30.0,1,B1,Crew_C,198,Busy,2025-07-16 13:08:18,0.71,Contact,Clear,30.0,1,12,2
AI275,2025-07-16 19:29:00,2025-07-16 19:59:00,30.0,1,B1,Crew_B,103,Very Busy,2025-07-16 19:52:44,0.86,Contact,Clear,30.0,1,19,2
AI546,2025-07-16 18:25:00,2025-07-16 18:55:00,30.0,1,B3,Crew_B,82,Busy,2025-07-16 18:33:14,0.73,Contact,Storm,30.0,1,18,2
AI441,2025-07-16 05:04:00,2025-07-16 05:34:00,30.0,1,B2,Crew_C,130,Busy,2025-07-16 05:15:41,0.72,Remote,Clear,30.0,1,5,2
AI459,2025-07-16 23:52:00,2025-07-17 00:22:00,30.0,1,B2,Crew_C,122,Busy,2025-07-17 00:06:54,0.7,Remote,Clear,30.0,1,23,2
AI302,2025-07-16 05:38:00,2025-07-16 06:00:27,22.46,1,B4,Crew_D,91,Free,2025-07-16 05:43:58,0.3,Finger,Clear,22.45,1,5,2
AI872,2025-07-16 18:48:00,2025-07-16 19:18:00,30.0,1,B3,Crew_C,228,Busy,2025-07-16 19:00:13,0.61,Finger,Fog,30.0,1,18,2
AI254,2025-07-16 14:04:00,2025-07-16 14:29:35,25.59,1,B3,Crew_A,98,Busy,2025-07-16 14:17:26,0.73,Finger,Clear,25.583333333333332,1,14,2
AI460,2025-07-16 16:04:00,2025-07-16 16:34:00,30.0,1,B3,Crew_C,57,Free,2025-07-16 16:23:28,0.43,Contact,Clear,30.0,1,16,2
AI178,2025-07-16 20:55:00,2025-07-16 21:25:00,30.0,1,B4,Crew_D,249,Very Busy,2025-07-16 21:04:25,0.9,Remote,Rain,30.0,1,20,2
AI694,2025-07-16 17:50:00,2025-07-16 18:20:00,30.0,1,B2,Crew_C,158,Busy,2025-07-16 18:06:45,0.75,Remote,Clear,30.0,1,17,2
AI719,2025-07-16 15:32:00,2025-07-16 16:01:43,29.72,1,B3,Crew_A,75,Free,2025-07-16 15:37:40,0.44,Remote,Clear,29.716666666666665,1,15,2
AI616,2025-07-16 20:11:00,2025-07-16 20:35:06,24.11,1,B4,Crew_B,186,Free,2025-07-16 20:21:57,0.46,Finger,Clear,24.1,1,20,2
AI472,2025-07-16 11:58:00,2025-07-16 12:26:22,28.38,1,B1,Crew_C,165,Free,2025-07-16 12:18:13,0.31,Contact,Rain,28.366666666666667,1,11,2
AI167,2025-07-16 10:06:00,2025-07-16 10:34:40,28.68,1,B2,Crew_C,208,Busy,2025-07-16 10:19:59,0.73,Contact,Clear,28.666666666666668,1,10,2
AI183,2025-07-16 18:42:00,2025-07-16 19:08:58,26.98,1,B4,Crew_B,220,Free,2025-07-16 18:48:06,0.36,Contact,Clear,26.966666666666665,1,18,2
AI709,2025-07-16 22:05:00,2025-07-16 22:33:08,28.14,1,B3,Crew_B,53,Free,2025-07-16 22:21:21,0.48,Contact,Rain,28.133333333333333,1,22,2
AI786,2025-07-16 22:53:00,2025-07-16 23:23:00,30.0,1,B1,Crew_D,219,Very Busy,2025-07-16 23:07:14,0.9,Finger,Fog,30.0,1,22,2
AI620,2025-07-16 11:01:00,2025-07-16 11:31:00,30.0,1,B3,Crew_D,62,Free,2025-07-16 11:21:58,0.5,Remote,Fog,30.0,1,11,2
AI296,2025-07-16 07:08:00,2025-07-16 07:37:16,29.27,1,B1,Crew_A,78,Free,2025-07-16 07:22:14,0.43,Contact,Storm,29.266666666666666,1,7,2
AI777,2025-07-16 10:56:00,2025-07-16 11:22:55,26.92,1,B2,Crew_B,233,Busy,2025-07-16 11:02:33,0.65,Remote,Clear,26.916666666666668,1,10,2
AI285,2025-07-16 22:49:00,2025-07-16 23:19:00,30.0,1,B1,Crew_D,133,Busy,2025-07-16 22:56:12,0.65,Remote,Rain,30.0,1,22,2
AI473,2025-07-16 21:46:00,2025-07-16 22:16:00,30.0,1,B4,Crew_B,207,Free,2025-07-16 22:02:46,0.36,Contact,Rain,30.0,1,21,2
AI646,2025-07-16 07:19:00,2025-07-16 07:49:00,30.0,1,B2,Crew_C,230,Very Busy,2025-07-16 07:31:41,0.85,Contact,Fog,30.0,1,7,2
AI794,2025-07-16 18:28:00,2025-07-16 18:58:00,30.0,1,B4,Crew_B,189,Busy,2025-07-16 18:52:38,0.73,Contact,Rain,30.0,1,18,2
AI936,2025-07-16 06:51:00,2025-07-16 07:21:00,30.0,1,B4,Crew_C,137,Busy,2025-07-16 06:59:20,0.75,Contact,Clear,30.0,1,6,2
AI667,2025-07-16 03:45:00,2025-07-16 04:15:00,30.0,1,B2,Crew_C,108,Very Busy,2025-07-16 03:54:36,0.87,Remote,Clear,30.0,1,3,2
AI560,2025-07-16 16:09:00,2025-07-16 16:39:00,30.0,1,B2,Crew_D,159,Very Busy,2025-07-16 16:18:24,0.78,Remote,Fog,30.0,1,16,2
AI457,2025-07-16 00:26:00,2025-07-16 00:53:25,27.42,1,B4,Crew_A,52,Free,2025-07-16 00:41:58,0.34,Finger,Clear,27.416666666666668,1,0,2
AI483,2025-07-16 07:01:00,2025-07-16 07:27:31,26.53,1,B3,Crew_B,58,Free,2025-07-16 07:18:32,0.44,Remote,Storm,26.516666666666666,1,7,2
AI240,2025-07-16 01:18:00,2025-07-16 01:48:00,30.0,1,B2,Crew_D,52,Very Busy,2025-07-16 01:27:28,0.83,Contact,Rain,30.0,1,1,2
AI559,2025-07-16 19:00:00,2025-07-16 19:26:15,26.26,1,B2,Crew_D,122,Very Busy,2025-07-16 19:09:26,0.82,Remote,Clear,26.25,1,19,2
AI213,2025-07-16 09:15:00,2025-07-16 09:45:00,30.0,1,B4,Crew_A,244,Free,2025-07-16 09:31:01,0.32,Remote,Clear,30.0,1,9,2
AI213,2025-07-16 15:38:00,2025-07-16 16:02:24,24.4,1,B2,Crew_B,173,Busy,2025-07-16 15:53:25,0.67,Finger,Clear,24.4,1,15,2
AI398,2025-07-16 13:00:00,2025-07-16 13:30:00,30.0,1,B2,Crew_A,247,Busy,2025-07-16 13:16:25,0.7,Remote,Clear,30.0,1,13,2
AI636,2025-07-16 11:04:00,2025-07-16 11:33:22,29.37,1,B1,Crew_D,89,Very Busy,2025-07-16 11:26:01,0.87,Finger,Clear,29.366666666666667,1,11,2
AI994,2025-07-16 15:02:00,2025-07-16 15:29:08,27.14,1,B1,Crew_C,217,Busy,2025-07-16 15:09:44,0.65,Contact,Clear,27.133333333333333,1,15,2
AI907,2025-07-16 02:22:00,2025-07-16 02:52:00,30.0,1,B3,Crew_B,94,Free,2025-07-16 02:39:22,0.45,Finger,Rain,30.0,1,2,2
AI145,2025-07-16 11:34:00,2025-07-16 12:01:55,27.93,1,B4,Crew_D,56,Free,2025-07-16 11:39:05,0.46,Finger,Clear,27.916666666666668,1,11,2
AI746,2025-07-16 05:51:00,2025-07-16 06:17:55,26.92,1,B4,Crew_A,230,Free,2025-07-16 06:09:50,0.47,Finger,Rain,26.916666666666668,1,5,2
AI400,2025-07-16 06:02:00,2025-07-16 06:32:00,30.0,1,B3,Crew_D,61,Busy,2025-07-16 06:19:38,0.64,Remote,Clear,30.0,1,6,2
AI934,2025-07-16 17:30:00,2025-07-16 17:52:29,22.49,1,B3,Crew_A,237,Free,2025-07-16 17:35:13,0.39,Finger,Clear,22.483333333333334,1,17,2
AI986,2025-07-16 20:21:00,2025-07-16 20:41:38,20.65,1,B4,Crew_D,112,Free,2025-07-16 20:34:01,0.46,Contact,Clear,20.633333333333333,1,20,2
AI495,2025-07-16 10:11:00,2025-07-16 10:40:02,29.05,1,B3,Crew_A,197,Busy,2025-07-16 10:21:43,0.71,Contact,Clear,29.033333333333335,1,10,2
AI844,2025-07-16 13:05:00,2025-07-16 13:35:00,30.0,1,B3,Crew_A,199,Busy,2025-07-16 13:11:09,0.61,Remote,Clear,30.0,1,13,2
AI181,2025-07-16 10:42:00,2025-07-16 11:12:00,30.0,1,B4,Crew_B,99,Free,2025-07-16 10:58:53,0.38,Contact,Rain,30.0,1,10,2
AI806,2025-07-16 14:22:00,2025-07-16 14:52:00,30.0,1,B3,Crew_D,78,Busy,2025-07-16 14:40:39,0.67,Finger,Storm,30.0,1,14,2
AI381,2025-07-16 20:50:00,2025-07-16 21:20:00,30.0,1,B4,Crew_C,223,Very Busy,2025-07-16 20:57:02,0.88,Remote,Rain,30.0,1,20,2
AI625,2025-07-16 23:43:00,2025-07-17 00:13:00,30.0,1,B4,Crew_A,64,Free,2025-07-16 23:52:24,0.32,Remote,Clear,30.0,1,23,2
AI229,2025-07-16 02:15:00,2025-07-16 02:42:54,27.9,1,B1,Crew_B,133,Busy,2025-07-16 02:37:01,0.62,Contact,Clear,27.9,1,2,2
AI795,2025-07-16 14:23:00,2025-07-16 14:51:46,28.78,1,B3,Crew_D,141,Free,2025-07-16 14:44:06,0.49,Remote,Clear,28.766666666666666,1,14,2
AI421,2025-07-16 20:17:00,2025-07-16 20:46:16,29.28,1,B2,Crew_D,196,Free,2025-07-16 20:26:26,0.34,Remote,Clear,29.266666666666666,1,20,2
AI630,2025-07-16 12:58:00,2025-07-16 13:28:00,30.0,1,B4,Crew_B,113,Busy,2025-07-16 13:14:15,0.67,Contact,Rain,30.0,1,12,2
AI726,2025-07-16 09:44:00,2025-07-16 10:14:00,30.0,1,B2,Crew_A,76,Very Busy,2025-07-16 10:04:25,0.88,Contact,Clear,30.0,1,9,2
AI562,2025-07-16 05:57:00,2025-07-16 06:27:00,30.0,1,B3,Crew_C,248,Busy,2025-07-16 06:02:39,0.74,Remote,Storm,30.0,1,5,2
AI826,2025-07-16 02:35:00,2025-07-16 03:04:49,29.83,1,B2,Crew_C,180,Busy,2025-07-16 02:40:01,0.69,Contact,Storm,29.816666666666666,1,2,2
AI620,2025-07-16 07:07:00,2025-07-16 07:37:00,30.0,1,B4,Crew_A,175,Very Busy,2025-07-16 07:16:00,0.82,Remote,Clear,30.0,1,7,2
AI469,2025-07-16 17:36:00,2025-07-16 17:59:19,23.33,1,B1,Crew_A,112,Free,2025-07-16 17:48:52,0.39,Finger,Clear,23.316666666666666,1,17,2
AI416,2025-07-16 12:45:00,2025-07-16 13:14:07,29.12,1,B4,Crew_A,113,Busy,2025-07-16 12:51:23,0.66,Finger,Clear,29.116666666666667,1,12,2
AI228,2025-07-16 10:41:00,2025-07-16 11:11:00,30.0,1,B3,Crew_B,159,Free,2025-07-16 11:05:03,0.48,Contact,Rain,30.0,1,10,2
AI999,2025-07-16 17:40:00,2025-07-16 18:09:00,29.0,1,B1,Crew_A,60,Busy,2025-07-16 17:49:35,0.75,Remote,Clear,29.0,1,17,2
AI630,2025-07-16 04:19:00,2025-07-16 04:46:11,27.19,1,B2,Crew_C,209,Free,2025-07-16 04:27:36,0.37,Contact,Fog,27.183333333333334,1,4,2
AI631,2025-07-16 09:54:00,2025-07-16 10:21:26,27.45,1,B3,Crew_B,217,Free,2025-07-16 10:05:07,0.31,Remote,Rain,27.433333333333334,1,9,2
AI740,2025-07-16 09:39:00,2025-07-16 10:05:37,26.63,1,B2,Crew_B,165,Busy,2025-07-16 10:00:15,0.63,Finger,Rain,26.616666666666667,1,9,2
AI774,2025-07-16 19:46:00,2025-07-16 20:16:00,30.0,1,B1,Crew_A,171,Very Busy,2025-07-16 19:54:20,0.77,Contact,Storm,30.0,1,19,2
AI183,2025-07-16 01:41:00,2025-07-16 02:11:00,30.0,1,B4,Crew_A,110,Busy,2025-07-16 02:03:25,0.71,Contact,Rain,30.0,1,1,2
AI609,2025-07-16 20:34:00,2025-07-16 21:03:10,29.17,1,B4,Crew_C,111,Free,2025-07-16 20:48:17,0.43,Contact,Clear,29.166666666666668,1,20,2
AI564,2025-07-16 02:44:00,2025-07-16 03:13:58,29.98,1,B4,Crew_B,181,Free,2025-07-16 02:58:36,0.31,Contact,Clear,29.966666666666665,1,2,2
AI448,2025-07-16 19:09:00,2025-07-16 19:33:18,24.3,1,B3,Crew_D,237,Free,2025-07-16 19:14:51,0.35,Finger,Clear,24.3,1,19,2
AI233,2025-07-16 11:32:00,2025-07-16 12:02:00,30.0,1,B1,Crew_C,190,Busy,2025-07-16 11:43:34,0.67,Contact,Clear,30.0,1,11,2
AI560,2025-07-16 07:09:00,2025-07-16 07:37:25,28.42,1,B4,Crew_B,222,Free,2025-07-16 07:26:08,0.4,Contact,Fog,28.416666666666668,1,7,2
AI986,2025-07-16 05:52:00,2025-07-16 06:17:31,25.52,1,B2,Crew_B,131,Free,2025-07-16 06:04:39,0.32,Finger,Rain,25.516666666666666,1,5,2
AI610,2025-07-16 16:29:00,2025-07-16 16:54:56,25.94,1,B1,Crew_D,84,Busy,2025-07-16 16:37:14,0.73,Contact,Clear,25.933333333333334,1,16,2
AI617,2025-07-16 14:15:00,2025-07-16 14:42:29,27.49,1,B3,Crew_D,98,Free,2025-07-16 14:32:59,0.39,Contact,Clear,27.483333333333334,1,14,2
AI711,2025-07-16 20:43:00,2025-07-16 21:13:00,30.0,1,B1,Crew_D,53,Busy,2025-07-16 20:58:05,0.68,Finger,Clear,30.0,1,20,2
AI237,2025-07-16 08:46:00,2025-07-16 09:10:19,24.32,1,B4,Crew_A,228,Free,2025-07-16 09:01:23,0.4,Contact,Clear,24.316666666666666,1,8,2
AI683,2025-07-16 17:12:00,2025-07-16 17:41:49,29.83,1,B4,Crew_C,115,Free,2025-07-16 17:29:59,0.5,Contact,Clear,29.816666666666666,1,17,2
AI945,2025-07-16 19:43:00,2025-07-16 20:13:00,30.0,1,B4,Crew_C,235,Busy,2025-07-16 20:02:39,0.62,Remote,Fog,30.0,1,19,2
AI913,2025-07-16 10:35:00,2025-07-16 11:05:00,30.0,1,B4,Crew_A,57,Very Busy,2025-07-16 10:52:39,0.81,Remote,Clear,30.0,1,10,2
AI146,2025-07-16 01:08:00,2025-07-16 01:38:00,30.0,1,B2,Crew_B,51,Busy,2025-07-16 01:22:50,0.64,Contact,Clear,30.0,1,1,2
AI435,2025-07-16 19:20:00,2025-07-16 19:49:32,29.54,1,B3,Crew_C,109,Free,2025-07-16 19:36:19,0.43,Finger,Rain,29.533333333333335,1,19,2
AI619,2025-07-16 16:34:00,2025-07-16 17:02:10,28.17,1,B1,Crew_C,119,Busy,2025-07-16 16:46:15,0.73,Finger,Clear,28.166666666666668,1,16,2
AI439,2025-07-16 21:07:00,2025-07-16 21:37:00,30.0,1,B1,Crew_D,54,Very Busy,2025-07-16 21:14:37,0.9,Finger,Clear,30.0,1,21,2
AI371,2025-07-16 20:50:00,2025-07-16 21:20:00,30.0,1,B1,Crew_D,96,Very Busy,2025-07-16 21:03:50,0.8,Finger,Clear,30.0,1,20,2
AI274,2025-07-16 16:40:00,2025-07-16 17:10:00,30.0,1,B2,Crew_A,142,Busy,2025-07-16 16:53:37,0.64,Contact,Clear,30.0,1,16,2
AI686,2025-07-16 22:07:00,2025-07-16 22:25:05,18.09,1,B2,Crew_D,220,Free,2025-07-16 22:16:53,0.37,Contact,Clear,18.083333333333332,1,22,2
AI807,2025-07-16 06:26:00,2025-07-16 06:56:00,30.0,1,B1,Crew_B,214,Busy,2025-07-16 06:39:55,0.73,Finger,Fog,30.0,1,6,2
AI631,2025-07-16 06:35:00,2025-07-16 06:58:49,23.83,1,B4,Crew_C,183,Free,2025-07-16 06:43:43,0.31,Finger,Clear,23.816666666666666,1,6,2
AI277,2025-07-16 14:58:00,2025-07-16 15:25:32,27.54,1,B3,Crew_D,86,Busy,2025-07-16 15:19:22,0.65,Finger,Clear,27.533333333333335,1,14,2
AI296,2025-07-16 07:17:00,2025-07-16 07:47:00,30.0,1,B3,Crew_C,228,Busy,2025-07-16 07:31:05,0.68,Remote,Fog,30.0,1,7,2
AI821,2025-07-16 06:44:00,2025-07-16 07:11:06,27.11,1,B3,Crew_C,227,Busy,2025-07-16 06:51:09,0.62,Contact,Clear,27.1,1,6,2
AI224,2025-07-16 18:43:00,2025-07-16 19:13:00,30.0,1,B2,Crew_C,101,Busy,2025-07-16 19:01:28,0.75,Contact,Storm,30.0,1,18,2
AI143,2025-07-16 09:45:00,2025-07-16 10:11:48,26.81,1,B4,Crew_B,178,Free,2025-07-16 09:53:56,0.49,Contact,Rain,26.8,1,9,2
AI306,2025-07-16 17:17:00,2025-07-16 17:47:00,30.0,1,B1,Crew_B,224,Very Busy,2025-07-16 17:40:53,0.85,Finger,Clear,30.0,1,17,2
AI348,2025-07-16 01:42:00,2025-07-16 02:12:00,30.0,1,B1,Crew_A,163,Very Busy,2025-07-16 02:04:17,0.87,Remote,Rain,30.0,1,1,2
AI523,2025-07-16 10:45:00,2025-07-16 11:15:00,30.0,1,B1,Crew_B,121,Busy,2025-07-16 11:06:32,0.7,Finger,Rain,30.0,1,10,2
AI516,2025-07-16 20:59:00,2025-07-16 21:29:00,30.0,1,B2,Crew_C,154,Very Busy,2025-07-16 21:23:59,0.76,Contact,Clear,30.0,1,20,2
AI428,2025-07-16 09:41:00,2025-07-16 10:10:24,29.41,1,B2,Crew_A,122,Free,2025-07-16 09:51:36,0.32,Remote,Rain,29.4,1,9,2
AI279,2025-07-16 13:56:00,2025-07-16 14:26:00,30.0,1,B4,Crew_D,147,Very Busy,2025-07-16 14:14:21,0.87,Remote,Fog,30.0,1,13,2
AI290,2025-07-16 23:55:00,2025-07-17 00:25:00,30.0,1,B1,Crew_C,131,Very Busy,2025-07-17 00:17:22,0.81,Remote,Clear,30.0,1,23,2
AI391,2025-07-16 14:41:00,2025-07-16 15:11:00,30.0,1,B2,Crew_D,103,Busy,2025-07-16 14:58:36,0.69,Contact,Storm,30.0,1,14,2
AI379,2025-07-16 06:51:00,2025-07-16 07:21:00,30.0,1,B3,Crew_B,192,Free,2025-07-16 07:04:58,0.35,Remote,Rain,30.0,1,6,2
AI114,2025-07-16 23:21:00,2025-07-16 23:51:00,30.0,1,B2,Crew_B,84,Busy,2025-07-16 23:38:23,0.67,Finger,Rain,30.0,1,23,2
AI725,2025-07-16 20:57:00,2025-07-16 21:27:00,30.0,1,B1,Crew_D,52,Busy,2025-07-16 21:18:56,0.74,Contact,Clear,30.0,1,20,2
AI785,2025-07-16 03:11:00,2025-07-16 03:39:49,28.82,1,B2,Crew_A,203,Very Busy,2025-07-16 03:24:58,0.81,Contact,Clear,28.816666666666666,1,3,2
AI367,2025-07-16 12:15:00,2025-07-16 12:45:00,30.0,1,B3,Crew_A,136,Busy,2025-07-16 12:39:06,0.6,Contact,Fog,30.0,1,12,2
AI367,2025-07-16 20:23:00,2025-07-16 20:53:00,30.0,1,B4,Crew_C,200,Busy,2025-07-16 20:29:25,0.74,Remote,Rain,30.0,1,20,2
AI263,2025-07-16 12:43:00,2025-07-16 13:13:00,30.0,1,B1,Crew_C,85,Busy,2025-07-16 12:50:01,0.67,Finger,Rain,30.0,1,12,2
AI476,2025-07-16 19:14:00,2025-07-16 19:35:49,21.83,1,B4,Crew_C,166,Free,2025-07-16 19:28:29,0.41,Remote,Clear,21.816666666666666,1,19,2
AI525,2025-07-16 22:35:00,2025-07-16 23:05:00,30.0,1,B2,Crew_B,193,Very Busy,2025-07-16 22:47:59,0.9,Finger,Storm,30.0,1,22,2
AI796,2025-07-16 19:55:00,2025-07-16 20:24:16,29.28,1,B3,Crew_A,139,Busy,2025-07-16 20:13:07,0.63,Finger,Clear,29.266666666666666,1,19,2
AI677,2025-07-16 03:03:00,2025-07-16 03:33:00,30.0,1,B2,Crew_B,190,Very Busy,2025-07-16 03:23:52,0.78,Finger,Clear,30.0,1,3,2
AI435,2025-07-16 16:28:00,2025-07-16 16:58:00,30.0,1,B4,Crew_A,233,Free,2025-07-16 16:49:07,0.41,Remote,Rain,30.0,1,16,2
AI622,2025-07-16 14:51:00,2025-07-16 15:15:07,24.13,1,B4,Crew_A,169,Free,2025-07-16 14:56:02,0.43,Remote,Clear,24.116666666666667,1,14,2
AI672,2025-07-16 14:43:00,2025-07-16 15:13:00,30.0,1,B3,Crew_A,70,Very Busy,2025-07-16 14:52:14,0.84,Finger,Clear,30.0,1,14,2
AI863,2025-07-16 06:37:00,2025-07-16 07:03:42,26.71,1,B1,Crew_A,171,Free,2025-07-16 06:54:52,0.41,Contact,Clear,26.7,1,6,2
AI170,2025-07-16 15:02:00,2025-07-16 15:31:38,29.63,1,B4,Crew_C,140,Free,2025-07-16 15:23:09,0.38,Remote,Rain,29.633333333333333,1,15,2
AI491,2025-07-16 14:55:00,2025-07-16 15:25:00,30.0,1,B2,Crew_C,138,Very Busy,2025-07-16 15:09:02,0.84,Contact,Clear,30.0,1,14,2
AI221,2025-07-16 05:34:00,2025-07-16 06:04:00,30.0,1,B2,Crew_A,224,Free,2025-07-16 05:48:27,0.41,Remote,Rain,30.0,1,5,2
AI874,2025-07-16 00:19:00,2025-07-16 00:48:50,29.84,1,B4,Crew_B,199,Busy,2025-07-16 00:36:02,0.68,Finger,Clear,29.833333333333332,1,0,2
AI353,2025-07-16 14:22:00,2025-07-16 14:51:29,29.5,1,B1,Crew_A,187,Free,2025-07-16 14:28:08,0.33,Remote,Fog,29.483333333333334,1,14,2
AI928,2025-07-16 21:26:00,2025-07-16 21:56:00,30.0,1,B1,Crew_A,113,Busy,2025-07-16 21:39:05,0.66,Remote,Clear,30.0,1,21,2
AI708,2025-07-16 01:28:00,2025-07-16 01:58:00,30.0,1,B2,Crew_A,216,Busy,2025-07-16 01:45:03,0.65,Finger,Storm,30.0,1,1,2
AI511,2025-07-16 14:14:00,2025-07-16 14:44:00,30.0,1,B3,Crew_B,81,Busy,2025-07-16 14:20:42,0.73,Remote,Clear,30.0,1,14,2
AI935,2025-07-16 23:36:00,2025-07-16 23:56:25,20.43,1,B3,Crew_B,180,Free,2025-07-16 23:44:35,0.42,Finger,Rain,20.416666666666668,1,23,2
AI409,2025-07-16 04:42:00,2025-07-16 05:09:47,27.79,1,B1,Crew_B,62,Busy,2025-07-16 05:01:14,0.64,Contact,Clear,27.783333333333335,1,4,2
AI741,2025-07-16 21:27:00,2025-07-16 21:57:00,30.0,1,B4,Crew_C,198,Busy,2025-07-16 21:45:36,0.63,Remote,Fog,30.0,1,21,2
AI813,2025-07-16 13:26:00,2025-07-16 13:52:15,26.26,1,B4,Crew_B,107,Free,2025-07-16 13:47:10,0.43,Contact,Clear,26.25,1,13,2
