Passenger_ID,Bag_Tag_ID,Checkin_Time,Bag_Loaded_on_Aircraft_Time,Flight_Scheduled_Departure_Time,Load_Team_Assigned,Bag_Routing_Status,Bag_Screening_Status,Checkin_Counter_Location,Trolley_Turnaround_Time,Bag_Load_Lead_Time_Minutes,Late_Load_Flag,Calculated_Bag_Load_Lead_Time_Minutes,Calculated_Late_Load_Flag,Departure_Hour,Departure_Day_of_Week,Checkin_to_Load_Duration_Minutes
PAX70213,TAG294015,2025-07-16 07:57:00,2025-07-16 09:53:13,2025-07-16 10:12:00,Team_1,Routed,Held,Counter_C,6.07,18.77,0,18.783333333333335,0,10,2,116.21666666666667
PAX46968,TAG122069,2025-07-16 12:35:00,2025-07-16 13:45:10,2025-07-16 14:10:00,Team_3,Routed,Cleared,Counter_C,7.08,24.83,0,24.833333333333332,0,14,2,70.16666666666667
PAX34621,TAG172827,2025-07-16 07:47:00,2025-07-16 08:37:18,2025-07-16 09:04:00,Team_3,Routed,Cleared,Counter_B,19.22,26.7,0,26.7,0,9,2,50.3
PAX23137,TAG859490,2025-07-16 18:24:00,2025-07-16 20:50:39,2025-07-16 21:08:00,Team_3,Routed,Cleared,Counter_A,11.11,17.34,0,17.35,0,21,2,146.65
PAX59528,TAG502643,2025-07-16 03:53:00,2025-07-16 04:47:54,2025-07-16 05:07:00,Team_3,Routed,Cleared,Counter_A,16.91,19.1,0,19.1,0,5,2,54.9
PAX27324,TAG360406,2025-07-16 06:03:00,2025-07-16 06:55:28,2025-07-16 07:17:00,Team_1,Routed,Cleared,Counter_A,8.95,21.53,0,21.533333333333335,0,7,2,52.46666666666667
PAX23938,TAG668716,2025-07-16 14:17:00,2025-07-16 15:36:53,2025-07-16 15:54:00,Team_2,Routed,Cleared,Counter_C,15.29,17.1,0,17.116666666666667,0,15,2,79.88333333333334
PAX68238,TAG955076,2025-07-16 07:36:00,2025-07-16 10:00:36,2025-07-16 10:19:00,Team_1,Routed,Cleared,Counter_C,13.78,18.38,0,18.4,0,10,2,144.6
PAX45056,TAG757966,2025-07-16 19:57:00,2025-07-16 21:45:09,2025-07-16 22:07:00,Team_3,Routed,Cleared,Counter_B,9.81,21.84,0,21.85,0,22,2,108.15
PAX23443,TAG636391,2025-07-16 17:09:00,2025-07-16 17:54:10,2025-07-16 18:09:00,Team_1,Routed,Cleared,Counter_B,17.13,14.82,1,14.833333333333334,1,18,2,45.166666666666664
PAX60512,TAG254535,2025-07-16 14:41:00,2025-07-16 16:17:25,2025-07-16 16:41:00,Team_3,Routed,Held,Counter_B,18.4,23.57,0,23.583333333333332,0,16,2,96.41666666666667
PAX24733,TAG615711,2025-07-16 07:46:00,2025-07-16 09:49:27,2025-07-16 10:07:00,Team_2,Routed,Manual Check,Counter_B,16.89,17.54,0,17.55,0,10,2,123.45
PAX19999,TAG745604,2025-07-16 13:44:00,2025-07-16 14:45:55,2025-07-16 15:07:00,Team_1,Routed,Held,Counter_A,17.12,21.08,0,21.083333333333332,0,15,2,61.916666666666664
PAX89233,TAG258442,2025-07-16 09:04:00,2025-07-16 10:04:05,2025-07-16 10:27:00,Team_3,Routed,Cleared,Counter_B,18.12,22.9,0,22.916666666666668,0,10,2,60.083333333333336
PAX29689,TAG799686,2025-07-16 13:02:00,2025-07-16 14:20:13,2025-07-16 14:39:00,Team_1,Routed,Cleared,Counter_B,14.83,18.77,0,18.783333333333335,0,14,2,78.21666666666667
PAX75437,TAG793875,2025-07-16 15:23:00,2025-07-16 16:36:38,2025-07-16 16:59:00,Team_1,Routed,Held,Counter_A,12.94,22.35,0,22.366666666666667,0,16,2,73.63333333333334
PAX29482,TAG915565,2025-07-16 07:39:00,2025-07-16 08:57:58,2025-07-16 09:20:00,Team_2,Routed,Cleared,Counter_A,10.28,22.03,0,22.033333333333335,0,9,2,78.96666666666667
PAX24832,TAG705912,2025-07-16 16:13:00,2025-07-16 18:29:14,2025-07-16 18:46:00,Team_1,Routed,Cleared,Counter_A,9.26,16.76,0,16.766666666666666,0,18,2,136.23333333333332
PAX60465,TAG469737,2025-07-16 14:06:00,2025-07-16 15:12:48,2025-07-16 15:31:00,Team_2,Routed,Cleared,Counter_C,14.93,18.18,0,18.2,0,15,2,66.8
PAX93440,TAG449663,2025-07-16 08:22:00,2025-07-16 09:28:16,2025-07-16 09:51:00,Team_2,Routed,Held,Counter_B,5.37,22.73,0,22.733333333333334,0,9,2,66.26666666666667
PAX82002,TAG621249,2025-07-16 20:04:00,2025-07-16 22:07:57,2025-07-16 22:34:00,Team_1,Routed,Cleared,Counter_B,9.54,26.04,0,26.05,0,22,2,123.95
PAX20959,TAG709184,2025-07-16 16:54:00,2025-07-16 18:11:18,2025-07-16 18:33:00,Team_3,Routed,Cleared,Counter_A,10.09,21.69,0,21.7,0,18,2,77.3
PAX21436,TAG346617,2025-07-16 14:39:00,2025-07-16 15:43:02,2025-07-16 16:00:00,Team_2,Routed,Held,Counter_C,8.27,16.96,0,16.966666666666665,0,16,2,64.03333333333333
PAX72118,TAG240082,2025-07-16 05:44:00,2025-07-16 07:40:34,2025-07-16 08:03:00,Team_1,Routed,Cleared,Counter_B,9.37,22.43,0,22.433333333333334,0,8,2,116.56666666666666
PAX70344,TAG251141,2025-07-16 21:23:00,2025-07-16 22:38:45,2025-07-16 22:59:00,Team_1,Routed,Cleared,Counter_A,18.33,20.23,0,20.25,0,22,2,75.75
PAX28061,TAG222930,2025-07-16 06:59:00,2025-07-16 09:05:27,2025-07-16 09:24:00,Team_2,Routed,Cleared,Counter_B,10.06,18.55,0,18.55,0,9,2,126.45
PAX17088,TAG835473,2025-07-16 07:10:00,2025-07-16 08:25:24,2025-07-16 08:42:00,Team_3,Routed,Cleared,Counter_A,17.87,16.59,0,16.6,0,8,2,75.4
PAX13956,TAG254021,2025-07-16 14:33:00,2025-07-16 15:59:33,2025-07-16 16:09:00,Team_3,Routed,Cleared,Counter_B,13.45,9.45,1,9.45,1,16,2,86.55
PAX29623,TAG902598,2025-07-16 09:13:00,2025-07-16 10:08:46,2025-07-16 10:30:00,Team_3,Routed,Cleared,Counter_B,18.33,21.23,0,21.233333333333334,0,10,2,55.766666666666666
PAX71628,TAG531512,2025-07-16 13:16:00,2025-07-16 15:09:39,2025-07-16 15:28:00,Team_2,Routed,Cleared,Counter_A,13.55,18.34,0,18.35,0,15,2,113.65
PAX30432,TAG162915,2025-07-16 05:29:00,2025-07-16 06:22:49,2025-07-16 06:38:00,Team_1,Routed,Cleared,Counter_B,19.92,15.17,0,15.183333333333334,0,6,2,53.81666666666667
PAX65524,TAG812930,2025-07-16 18:14:00,2025-07-16 19:17:05,2025-07-16 19:35:00,Team_3,Routed,Cleared,Counter_C,12.77,17.91,0,17.916666666666668,0,19,2,63.083333333333336
PAX50112,TAG843810,2025-07-16 10:32:00,2025-07-16 12:06:13,2025-07-16 12:27:00,Team_1,Routed,Cleared,Counter_C,5.02,20.77,0,20.783333333333335,0,12,2,94.21666666666667
PAX59487,TAG231211,2025-07-16 09:23:00,2025-07-16 11:01:25,2025-07-16 11:25:00,Team_1,Routed,Cleared,Counter_C,11.98,23.58,0,23.583333333333332,0,11,2,98.41666666666667
PAX83307,TAG734475,2025-07-16 05:16:00,2025-07-16 07:29:15,2025-07-16 07:52:00,Team_3,Routed,Cleared,Counter_C,7.4,22.74,0,22.75,0,7,2,133.25
PAX63097,TAG967438,2025-07-16 14:38:00,2025-07-16 16:52:00,2025-07-16 17:10:00,Team_2,Routed,Cleared,Counter_A,13.4,17.99,0,18.0,0,17,2,134.0
PAX45378,TAG213666,2025-07-16 05:08:00,2025-07-16 07:47:09,2025-07-16 08:04:00,Team_2,Routed,Cleared,Counter_A,18.22,16.84,0,16.85,0,8,2,159.15
PAX41395,TAG395915,2025-07-16 08:15:00,2025-07-16 10:12:42,2025-07-16 10:34:00,Team_1,Routed,Cleared,Counter_B,17.1,21.28,0,21.3,0,10,2,117.7
PAX34607,TAG678490,2025-07-16 09:00:00,2025-07-16 11:30:19,2025-07-16 11:40:00,Team_1,Routed,Cleared,Counter_C,11.8,9.68,1,9.683333333333334,1,11,2,150.31666666666666
PAX84029,TAG147054,2025-07-16 22:12:00,2025-07-16 23:31:27,2025-07-16 23:50:00,Team_1,Routed,Cleared,Counter_B,13.28,18.54,0,18.55,0,23,2,79.45
PAX11111,TAG473973,2025-07-16 12:26:00,2025-07-16 14:04:29,2025-07-16 14:25:00,Team_2,Routed,Cleared,Counter_C,15.94,20.5,0,20.516666666666666,0,14,2,98.48333333333333
PAX56640,TAG235808,2025-07-16 06:21:00,2025-07-16 07:57:30,2025-07-16 08:21:00,Team_1,Routed,Cleared,Counter_C,9.99,23.49,0,23.5,0,8,2,96.5
PAX29685,TAG124835,2025-07-16 21:34:00,2025-07-16 23:31:53,2025-07-16 23:50:00,Team_1,Routed,Cleared,Counter_B,9.75,18.11,0,18.116666666666667,0,23,2,117.88333333333334
PAX31131,TAG258898,2025-07-16 16:13:00,2025-07-16 18:45:52,2025-07-16 19:05:00,Team_3,Routed,Cleared,Counter_A,6.48,19.12,0,19.133333333333333,0,19,2,152.86666666666667
PAX38265,TAG946699,2025-07-16 08:22:00,2025-07-16 09:24:54,2025-07-16 09:49:00,Team_3,Routed,Manual Check,Counter_C,8.29,24.09,0,24.1,0,9,2,62.9
PAX89788,TAG783037,2025-07-16 19:09:00,2025-07-16 21:39:54,2025-07-16 21:59:00,Team_1,Routed,Cleared,Counter_B,19.37,19.09,0,19.1,0,21,2,150.9
PAX48121,TAG477819,2025-07-16 15:46:00,2025-07-16 17:42:20,2025-07-16 18:02:00,Team_2,Routed,Cleared,Counter_A,9.75,19.67,0,19.666666666666668,0,18,2,116.33333333333333
PAX37370,TAG740037,2025-07-16 05:33:00,2025-07-16 06:44:40,2025-07-16 07:09:00,Team_1,Routed,Manual Check,Counter_A,5.82,24.33,0,24.333333333333332,0,7,2,71.66666666666667
PAX28693,TAG903541,2025-07-16 13:11:00,2025-07-16 14:12:44,2025-07-16 14:35:00,Team_1,Routed,Cleared,Counter_B,13.96,22.26,0,22.266666666666666,0,14,2,61.733333333333334
PAX22335,TAG576900,2025-07-16 12:17:00,2025-07-16 14:47:32,2025-07-16 15:10:00,Team_2,Routed,Cleared,Counter_C,17.17,22.46,0,22.466666666666665,0,15,2,150.53333333333333
PAX57622,TAG470533,2025-07-16 04:19:00,2025-07-16 06:52:28,2025-07-16 07:04:00,Team_2,Routed,Cleared,Counter_B,6.87,11.52,1,11.533333333333333,1,7,2,153.46666666666667
PAX43557,TAG900216,2025-07-16 18:27:00,2025-07-16 19:31:54,2025-07-16 19:41:00,Team_3,Routed,Held,Counter_B,12.67,9.09,1,9.1,1,19,2,64.9
PAX15189,TAG481128,2025-07-16 12:40:00,2025-07-16 14:04:04,2025-07-16 14:25:00,Team_3,Routed,Cleared,Counter_A,10.45,20.93,0,20.933333333333334,0,14,2,84.06666666666666
PAX67780,TAG484546,2025-07-16 20:12:00,2025-07-16 21:45:26,2025-07-16 21:54:00,Team_1,Routed,Cleared,Counter_C,19.52,8.57,1,8.566666666666666,1,21,2,93.43333333333334
PAX64158,TAG630519,2025-07-16 17:20:00,2025-07-16 19:02:12,2025-07-16 19:16:00,Team_1,Routed,Manual Check,Counter_C,15.79,13.78,1,13.8,1,19,2,102.2
PAX94392,TAG159830,2025-07-16 11:14:00,2025-07-16 12:23:28,2025-07-16 12:44:00,Team_1,Routed,Cleared,Counter_B,11.24,20.53,0,20.533333333333335,0,12,2,69.46666666666667
PAX59259,TAG265890,2025-07-16 21:25:00,2025-07-16 23:10:55,2025-07-16 23:25:00,Team_2,Routed,Cleared,Counter_C,11.02,14.07,1,14.083333333333334,1,23,2,105.91666666666667
PAX22255,TAG465887,2025-07-16 18:11:00,2025-07-16 19:12:32,2025-07-16 19:29:00,Team_2,Routed,Held,Counter_A,16.72,16.45,0,16.466666666666665,0,19,2,61.53333333333333
PAX21248,TAG289030,2025-07-16 06:56:00,2025-07-16 08:41:50,2025-07-16 08:58:00,Team_2,Misrouted,Cleared,Counter_A,12.62,16.16,0,16.166666666666668,0,8,2,105.83333333333333
PAX62628,TAG444688,2025-07-16 04:52:00,2025-07-16 07:01:49,2025-07-16 07:20:00,Team_1,Routed,Cleared,Counter_C,19.37,18.18,0,18.183333333333334,0,7,2,129.81666666666666
PAX72419,TAG219879,2025-07-16 11:49:00,2025-07-16 13:12:25,2025-07-16 13:29:00,Team_2,Routed,Cleared,Counter_A,8.01,16.57,0,16.583333333333332,0,13,2,83.41666666666667
PAX93914,TAG323839,2025-07-16 13:24:00,2025-07-16 15:19:16,2025-07-16 15:36:00,Team_2,Routed,Cleared,Counter_A,19.37,16.72,0,16.733333333333334,0,15,2,115.26666666666667
PAX57381,TAG927912,2025-07-16 16:14:00,2025-07-16 18:13:37,2025-07-16 18:30:00,Team_1,Routed,Cleared,Counter_C,15.99,16.37,0,16.383333333333333,0,18,2,119.61666666666666
PAX65433,TAG382956,2025-07-16 10:49:00,2025-07-16 13:22:53,2025-07-16 13:40:00,Team_2,Routed,Cleared,Counter_B,7.89,17.11,0,17.116666666666667,0,13,2,153.88333333333333
PAX20709,TAG412828,2025-07-16 18:16:00,2025-07-16 19:31:31,2025-07-16 19:55:00,Team_2,Routed,Cleared,Counter_A,15.56,23.48,0,23.483333333333334,0,19,2,75.51666666666667
PAX17044,TAG196931,2025-07-16 16:35:00,2025-07-16 18:00:39,2025-07-16 18:21:00,Team_1,Misrouted,Cleared,Counter_B,18.98,20.35,0,20.35,0,18,2,85.65
PAX64932,TAG605020,2025-07-16 18:50:00,2025-07-16 20:13:34,2025-07-16 20:34:00,Team_3,Routed,Cleared,Counter_B,17.63,20.43,0,20.433333333333334,0,20,2,83.56666666666666
PAX56490,TAG826559,2025-07-16 21:56:00,2025-07-16 22:57:36,2025-07-16 23:24:00,Team_3,Routed,Cleared,Counter_A,18.95,26.4,0,26.4,0,23,2,61.6
PAX20198,TAG857830,2025-07-16 22:06:00,2025-07-16 23:18:26,2025-07-16 23:39:00,Team_3,Routed,Cleared,Counter_C,12.25,20.56,0,20.566666666666666,0,23,2,72.43333333333334
PAX51486,TAG114875,2025-07-16 07:36:00,2025-07-16 09:37:42,2025-07-16 09:57:00,Team_2,Routed,Cleared,Counter_A,11.33,19.29,0,19.3,0,9,2,121.7
PAX98335,TAG526127,2025-07-16 12:15:00,2025-07-16 13:10:41,2025-07-16 13:33:00,Team_1,Routed,Manual Check,Counter_C,17.88,22.3,0,22.316666666666666,0,13,2,55.68333333333333
PAX68894,TAG769952,2025-07-16 20:41:00,2025-07-16 22:43:43,2025-07-16 23:06:00,Team_1,Routed,Cleared,Counter_B,8.46,22.28,0,22.283333333333335,0,23,2,122.71666666666667
PAX81576,TAG912000,2025-07-16 07:44:00,2025-07-16 10:27:34,2025-07-16 10:38:00,Team_1,Routed,Cleared,Counter_C,10.66,10.42,1,10.433333333333334,1,10,2,163.56666666666666
PAX85607,TAG115069,2025-07-16 14:03:00,2025-07-16 16:30:12,2025-07-16 16:52:00,Team_2,Routed,Cleared,Counter_C,7.59,21.8,0,21.8,0,16,2,147.2
PAX26350,TAG833287,2025-07-16 19:15:00,2025-07-16 20:20:06,2025-07-16 20:41:00,Team_2,Misrouted,Cleared,Counter_B,12.97,20.9,0,20.9,0,20,2,65.1
PAX81102,TAG546535,2025-07-16 19:18:00,2025-07-16 21:27:14,2025-07-16 21:48:00,Team_2,Routed,Held,Counter_B,8.15,20.76,0,20.766666666666666,0,21,2,129.23333333333332
PAX58905,TAG285488,2025-07-16 20:31:00,2025-07-16 22:22:25,2025-07-16 22:38:00,Team_2,Routed,Cleared,Counter_C,13.24,15.58,0,15.583333333333334,0,22,2,111.41666666666667
PAX99165,TAG558745,2025-07-16 12:57:00,2025-07-16 14:26:23,2025-07-16 14:44:00,Team_1,Routed,Held,Counter_A,14.57,17.61,0,17.616666666666667,0,14,2,89.38333333333334
PAX23606,TAG193992,2025-07-16 03:23:00,2025-07-16 05:19:14,2025-07-16 05:39:00,Team_3,Routed,Cleared,Counter_C,12.67,19.76,0,19.766666666666666,0,5,2,116.23333333333333
PAX81399,TAG204545,2025-07-16 17:16:00,2025-07-16 19:13:56,2025-07-16 19:32:00,Team_2,Routed,Cleared,Counter_B,9.76,18.06,0,18.066666666666666,0,19,2,117.93333333333334
PAX37770,TAG333705,2025-07-16 18:26:00,2025-07-16 19:12:08,2025-07-16 19:35:00,Team_2,Routed,Cleared,Counter_A,16.36,22.86,0,22.866666666666667,0,19,2,46.13333333333333
PAX55955,TAG932308,2025-07-16 16:35:00,2025-07-16 18:58:57,2025-07-16 19:26:00,Team_3,Routed,Cleared,Counter_B,5.7,27.05,0,27.05,0,19,2,143.95
PAX10996,TAG492842,2025-07-16 11:16:00,2025-07-16 12:14:00,2025-07-16 12:32:00,Team_2,Routed,Held,Counter_B,18.23,18.0,0,18.0,0,12,2,58.0
PAX64357,TAG806007,2025-07-16 10:18:00,2025-07-16 11:37:44,2025-07-16 12:00:00,Team_1,Routed,Cleared,Counter_A,11.7,22.26,0,22.266666666666666,0,12,2,79.73333333333333
PAX30103,TAG928909,2025-07-16 15:42:00,2025-07-16 16:37:57,2025-07-16 16:53:00,Team_3,Routed,Cleared,Counter_B,18.31,15.04,0,15.05,0,16,2,55.95
PAX53920,TAG278688,2025-07-16 21:26:00,2025-07-16 23:09:03,2025-07-16 23:27:00,Team_1,Routed,Manual Check,Counter_C,19.34,17.93,0,17.95,0,23,2,103.05
PAX94467,TAG512423,2025-07-16 05:19:00,2025-07-16 06:41:26,2025-07-16 06:51:00,Team_3,Routed,Cleared,Counter_B,19.53,9.57,1,9.566666666666666,1,6,2,82.43333333333334
PAX32769,TAG522700,2025-07-16 14:11:00,2025-07-16 15:09:54,2025-07-16 15:33:00,Team_3,Routed,Cleared,Counter_A,17.64,23.09,0,23.1,0,15,2,58.9
PAX76093,TAG224122,2025-07-16 21:49:00,2025-07-16 23:29:35,2025-07-16 23:50:00,Team_2,Routed,Cleared,Counter_C,11.21,20.41,0,20.416666666666668,0,23,2,100.58333333333333
PAX30847,TAG438065,2025-07-16 09:20:00,2025-07-16 10:47:16,2025-07-16 11:05:00,Team_3,Routed,Cleared,Counter_C,11.2,17.73,0,17.733333333333334,0,11,2,87.26666666666667
PAX30060,TAG129169,2025-07-16 20:44:00,2025-07-16 22:40:41,2025-07-16 22:58:00,Team_1,Misrouted,Cleared,Counter_C,7.51,17.3,0,17.316666666666666,0,22,2,116.68333333333334
PAX27111,TAG575745,2025-07-16 13:49:00,2025-07-16 15:52:04,2025-07-16 16:11:00,Team_2,Routed,Held,Counter_A,7.91,18.93,0,18.933333333333334,0,16,2,123.06666666666666
PAX80178,TAG981282,2025-07-16 10:35:00,2025-07-16 12:22:50,2025-07-16 12:46:00,Team_2,Routed,Cleared,Counter_C,10.29,23.16,0,23.166666666666668,0,12,2,107.83333333333333
PAX16782,TAG388321,2025-07-16 05:59:00,2025-07-16 07:39:13,2025-07-16 07:59:00,Team_3,Routed,Cleared,Counter_A,12.06,19.77,0,19.783333333333335,0,7,2,100.21666666666667
PAX24540,TAG581430,2025-07-16 06:19:00,2025-07-16 07:42:00,2025-07-16 08:06:00,Team_1,Routed,Cleared,Counter_A,17.82,23.99,0,24.0,0,8,2,83.0
PAX20142,TAG618253,2025-07-16 15:05:00,2025-07-16 16:41:06,2025-07-16 16:58:00,Team_2,Routed,Cleared,Counter_A,18.93,16.89,0,16.9,0,16,2,96.1
PAX64230,TAG177149,2025-07-16 17:56:00,2025-07-16 20:21:38,2025-07-16 20:40:00,Team_2,Routed,Cleared,Counter_B,11.83,18.36,0,18.366666666666667,0,20,2,145.63333333333333
PAX93040,TAG572780,2025-07-16 08:15:00,2025-07-16 09:49:00,2025-07-16 10:11:00,Team_3,Routed,Held,Counter_C,7.8,22.0,0,22.0,0,10,2,94.0
PAX92734,TAG736123,2025-07-16 03:57:00,2025-07-16 05:43:59,2025-07-16 06:07:00,Team_2,Misrouted,Manual Check,Counter_C,15.35,23.0,0,23.016666666666666,0,6,2,106.98333333333333
PAX88642,TAG673028,2025-07-16 02:12:00,2025-07-16 04:51:22,2025-07-16 05:10:00,Team_1,Routed,Cleared,Counter_A,8.62,18.63,0,18.633333333333333,0,5,2,159.36666666666667
PAX89444,TAG130990,2025-07-16 20:59:00,2025-07-16 21:36:21,2025-07-16 22:01:00,Team_1,Routed,Cleared,Counter_B,5.23,24.65,0,24.65,0,22,2,37.35
PAX25045,TAG327496,2025-07-16 02:56:00,2025-07-16 05:08:25,2025-07-16 05:20:00,Team_3,Routed,Cleared,Counter_A,5.55,11.58,1,11.583333333333334,1,5,2,132.41666666666666
PAX45073,TAG386960,2025-07-16 18:46:00,2025-07-16 19:48:03,2025-07-16 20:12:00,Team_3,Misrouted,Cleared,Counter_C,10.35,23.95,0,23.95,0,20,2,62.05
PAX48577,TAG589730,2025-07-16 18:25:00,2025-07-16 20:06:22,2025-07-16 20:27:00,Team_1,Routed,Cleared,Counter_B,17.88,20.63,0,20.633333333333333,0,20,2,101.36666666666666
PAX32670,TAG307488,2025-07-16 11:31:00,2025-07-16 13:05:05,2025-07-16 13:25:00,Team_3,Routed,Cleared,Counter_B,12.4,19.91,0,19.916666666666668,0,13,2,94.08333333333333
PAX31712,TAG932673,2025-07-16 10:11:00,2025-07-16 11:25:38,2025-07-16 11:46:00,Team_2,Routed,Held,Counter_C,5.14,20.36,0,20.366666666666667,0,11,2,74.63333333333334
PAX45608,TAG955524,2025-07-16 13:00:00,2025-07-16 15:15:19,2025-07-16 15:39:00,Team_1,Routed,Cleared,Counter_C,13.79,23.67,0,23.683333333333334,0,15,2,135.31666666666666
PAX56257,TAG492125,2025-07-16 06:11:00,2025-07-16 07:08:35,2025-07-16 07:28:00,Team_3,Routed,Cleared,Counter_B,19.95,19.41,0,19.416666666666668,0,7,2,57.583333333333336
PAX86922,TAG529715,2025-07-16 12:36:00,2025-07-16 14:13:04,2025-07-16 14:38:00,Team_3,Routed,Cleared,Counter_B,14.95,24.92,0,24.933333333333334,0,14,2,97.06666666666666
PAX62206,TAG131394,2025-07-16 06:22:00,2025-07-16 07:54:32,2025-07-16 08:11:00,Team_1,Routed,Cleared,Counter_B,18.99,16.46,0,16.466666666666665,0,8,2,92.53333333333333
PAX42154,TAG176168,2025-07-16 08:47:00,2025-07-16 11:22:28,2025-07-16 11:42:00,Team_2,Routed,Cleared,Counter_A,16.78,19.53,0,19.533333333333335,0,11,2,155.46666666666667
PAX11262,TAG434064,2025-07-16 03:37:00,2025-07-16 05:37:11,2025-07-16 05:45:00,Team_2,Routed,Cleared,Counter_A,12.91,7.81,1,7.816666666666666,1,5,2,120.18333333333334
PAX83615,TAG169452,2025-07-16 15:56:00,2025-07-16 16:58:20,2025-07-16 17:18:00,Team_1,Routed,Cleared,Counter_C,9.09,19.66,0,19.666666666666668,0,17,2,62.333333333333336
PAX46444,TAG851058,2025-07-16 04:47:00,2025-07-16 07:24:01,2025-07-16 07:36:00,Team_2,Routed,Cleared,Counter_B,18.49,11.98,1,11.983333333333333,1,7,2,157.01666666666668
PAX51958,TAG307775,2025-07-16 09:48:00,2025-07-16 10:37:01,2025-07-16 11:03:00,Team_2,Routed,Cleared,Counter_B,5.23,25.98,0,25.983333333333334,0,11,2,49.016666666666666
PAX25631,TAG230120,2025-07-16 16:20:00,2025-07-16 18:52:50,2025-07-16 19:10:00,Team_1,Routed,Cleared,Counter_C,14.01,17.17,0,17.166666666666668,0,19,2,152.83333333333334
PAX12787,TAG398882,2025-07-16 04:08:00,2025-07-16 05:31:38,2025-07-16 05:41:00,Team_1,Routed,Cleared,Counter_B,8.63,9.35,1,9.366666666666667,1,5,2,83.63333333333334
PAX47272,TAG237424,2025-07-16 15:40:00,2025-07-16 16:41:57,2025-07-16 17:02:00,Team_1,Routed,Held,Counter_B,14.35,20.04,0,20.05,0,17,2,61.95
PAX94512,TAG117062,2025-07-16 04:45:00,2025-07-16 07:10:31,2025-07-16 07:30:00,Team_3,Routed,Cleared,Counter_B,17.08,19.48,0,19.483333333333334,0,7,2,145.51666666666668
PAX46002,TAG432597,2025-07-16 14:22:00,2025-07-16 16:04:55,2025-07-16 16:25:00,Team_2,Routed,Cleared,Counter_C,16.48,20.08,0,20.083333333333332,0,16,2,102.91666666666667
PAX16169,TAG512433,2025-07-16 12:39:00,2025-07-16 14:20:26,2025-07-16 14:44:00,Team_3,Misrouted,Cleared,Counter_A,14.72,23.56,0,23.566666666666666,0,14,2,101.43333333333334
PAX59008,TAG747995,2025-07-16 06:47:00,2025-07-16 07:47:55,2025-07-16 08:01:00,Team_1,Routed,Cleared,Counter_A,5.57,13.08,1,13.083333333333334,1,8,2,60.916666666666664
PAX52317,TAG820999,2025-07-16 16:02:00,2025-07-16 17:55:01,2025-07-16 18:14:00,Team_2,Routed,Cleared,Counter_C,18.85,18.98,0,18.983333333333334,0,18,2,113.01666666666667
PAX10647,TAG821673,2025-07-16 04:14:00,2025-07-16 05:58:39,2025-07-16 06:16:00,Team_1,Routed,Cleared,Counter_B,9.8,17.35,0,17.35,0,6,2,104.65
PAX19835,TAG376537,2025-07-16 13:58:00,2025-07-16 15:23:39,2025-07-16 15:44:00,Team_2,Routed,Cleared,Counter_C,8.55,20.34,0,20.35,0,15,2,85.65
PAX32326,TAG244455,2025-07-16 22:10:00,2025-07-16 23:07:37,2025-07-16 23:29:00,Team_1,Routed,Cleared,Counter_C,9.69,21.38,0,21.383333333333333,0,23,2,57.61666666666667
PAX64171,TAG767841,2025-07-16 16:58:00,2025-07-16 19:17:08,2025-07-16 19:42:00,Team_3,Routed,Cleared,Counter_B,8.67,24.86,0,24.866666666666667,0,19,2,139.13333333333333
PAX96673,TAG613911,2025-07-16 10:22:00,2025-07-16 13:01:51,2025-07-16 13:20:00,Team_1,Routed,Cleared,Counter_B,6.58,18.15,0,18.15,0,13,2,159.85
PAX48828,TAG845937,2025-07-16 04:58:00,2025-07-16 07:10:40,2025-07-16 07:22:00,Team_3,Routed,Held,Counter_C,12.76,11.32,1,11.333333333333334,1,7,2,132.66666666666666
PAX36986,TAG828723,2025-07-16 05:02:00,2025-07-16 06:38:42,2025-07-16 07:04:00,Team_1,Misrouted,Cleared,Counter_C,16.59,25.3,0,25.3,0,7,2,96.7
PAX38329,TAG590891,2025-07-16 14:47:00,2025-07-16 16:54:19,2025-07-16 17:12:00,Team_3,Routed,Cleared,Counter_C,18.19,17.67,0,17.683333333333334,0,17,2,127.31666666666666
PAX77361,TAG428580,2025-07-16 11:53:00,2025-07-16 14:25:05,2025-07-16 14:45:00,Team_3,Routed,Cleared,Counter_A,12.18,19.9,0,19.916666666666668,0,14,2,152.08333333333334
PAX27047,TAG329412,2025-07-16 14:03:00,2025-07-16 16:06:49,2025-07-16 16:24:00,Team_3,Misrouted,Held,Counter_A,9.24,17.18,0,17.183333333333334,0,16,2,123.81666666666666
PAX62455,TAG297083,2025-07-16 05:46:00,2025-07-16 07:06:02,2025-07-16 07:17:00,Team_3,Routed,Cleared,Counter_C,5.08,10.95,1,10.966666666666667,1,7,2,80.03333333333333
PAX23377,TAG254444,2025-07-16 17:08:00,2025-07-16 19:34:56,2025-07-16 19:56:00,Team_1,Routed,Cleared,Counter_B,14.39,21.05,0,21.066666666666666,0,19,2,146.93333333333334
PAX34514,TAG379714,2025-07-16 03:39:00,2025-07-16 05:11:24,2025-07-16 05:30:00,Team_2,Routed,Cleared,Counter_A,5.7,18.59,0,18.6,0,5,2,92.4
PAX82129,TAG188150,2025-07-16 15:13:00,2025-07-16 16:00:44,2025-07-16 16:27:00,Team_2,Routed,Cleared,Counter_C,16.31,26.25,0,26.266666666666666,0,16,2,47.733333333333334
